Index;ZCF.Close;ZCF.Volume;ZCF.Adjusted
07/07/2011;650;5513;650
08/07/2011;672.25;3027;672.25
11/07/2011;681.5;3074;681.5
12/07/2011;697;2619;697
13/07/2011;726.75;1849;726.75
14/07/2011;716.5;61509;716.5
15/07/2011;701.25;72336;701.25
18/07/2011;696.25;54833;696.25
19/07/2011;698;77845;698
20/07/2011;688;55660;688
21/07/2011;679.25;59580;679.25
22/07/2011;690;70366;690
25/07/2011;678.75;44739;678.75
26/07/2011;689.75;56593;689.75
27/07/2011;691.5;70663;691.5
28/07/2011;682.25;80120;682.25
29/07/2011;665.5;78720;665.5
01/08/2011;681.25;70405;681.25
02/08/2011;711.25;99777;711.25
03/08/2011;706;88522;706
04/08/2011;693.75;84612;693.75
05/08/2011;693;104989;693
08/08/2011;675.25;90009;675.25
09/08/2011;678.25;99674;678.25
10/08/2011;678;82997;678
11/08/2011;702.5;98668;702.5
12/08/2011;701.75;90191;701.75
15/08/2011;707.25;53443;707.25
16/08/2011;714;66021;714
17/08/2011;711.5;56827;711.5
18/08/2011;699;59927;699
19/08/2011;711;44839;711
22/08/2011;720.5;61301;720.5
23/08/2011;730.25;61949;730.25
24/08/2011;731.75;58960;731.75
25/08/2011;732.25;65830;732.25
26/08/2011;752.5;112298;752.5
29/08/2011;756.25;87513;756.25
30/08/2011;763.5;95762;763.5
31/08/2011;757.5;43825;757.5
01/09/2011;728.75;19577;728.75
02/09/2011;750.25;8453;750.25
06/09/2011;746.75;4539;746.75
07/09/2011;736.5;7222;736.5
08/09/2011;723.25;3784;723.25
09/09/2011;726;2136;726
12/09/2011;734.25;1400;734.25
13/09/2011;709.25;1589;709.25
14/09/2011;713;145705;713
15/09/2011;701;197869;701
16/09/2011;692;170554;692
19/09/2011;692.25;195620;692.25
20/09/2011;690.25;146461;690.25
21/09/2011;685.75;122487;685.75
22/09/2011;650;244194;650
23/09/2011;638.5;197949;638.5
26/09/2011;648;156891;648
27/09/2011;652.25;187261;652.25
28/09/2011;630.75;193173;630.75
29/09/2011;632.5;163097;632.5
30/09/2011;592.5;204007;592.5
03/10/2011;592.5;236400;592.5
04/10/2011;587.75;206074;587.75
05/10/2011;605.5;151220;605.5
06/10/2011;605.5;161053;605.5
07/10/2011;600;117653;600
10/10/2011;605;135540;605
11/10/2011;645;230412;645
12/10/2011;640.75;205606;640.75
13/10/2011;638.25;173039;638.25
14/10/2011;640;180765;640
17/10/2011;640.5;139589;640.5
18/10/2011;644;181881;644
19/10/2011;638.5;164058;638.5
20/10/2011;649.5;161401;649.5
21/10/2011;649.25;190051;649.25
24/10/2011;651;129057;651
25/10/2011;650.75;140103;650.75
26/10/2011;637.25;164234;637.25
27/10/2011;651.5;167398;651.5
28/10/2011;655;154267;655
31/10/2011;647;144047;647
01/11/2011;654.25;211739;654.25
02/11/2011;645;190371;645
03/11/2011;653.5;152165;653.5
04/11/2011;655.75;155020;655.75
07/11/2011;653.25;206943;653.25
08/11/2011;660.5;229364;660.5
09/11/2011;656;328584;656
10/11/2011;645.5;243308;645.5
11/11/2011;638.5;192167;638.5
14/11/2011;633.5;191854;633.5
15/11/2011;645.5;188177;645.5
16/11/2011;642.75;183215;642.75
17/11/2011;614.5;202446;614.5
18/11/2011;610.25;189169;610.25
21/11/2011;597.75;167109;597.75
22/11/2011;599;185101;599
23/11/2011;588.75;167576;588.75
25/11/2011;582.5;103202;582.5
28/11/2011;591.75;180763;591.75
29/11/2011;598;178800;598
30/11/2011;601.25;50378;601.25
01/12/2011;594.75;19065;594.75
02/12/2011;586.5;15518;586.5
05/12/2011;580.25;8571;580.25
06/12/2011;585.25;7532;585.25
07/12/2011;582.25;3382;582.25
08/12/2011;590;2776;590
09/12/2011;585.5;2341;585.5
12/12/2011;585.5;2335;585.5
13/12/2011;588.5;2558;588.5
14/12/2011;580;140087;580
15/12/2011;579;131715;579
16/12/2011;583;115007;583
19/12/2011;601;146066;601
20/12/2011;607;108191;607
21/12/2011;616.5;116715;616.5
22/12/2011;617.5;122666;617.5
23/12/2011;619.5;67761;619.5
27/12/2011;633.25;91819;633.25
28/12/2011;642.5;117486;642.5
29/12/2011;638;99957;638
30/12/2011;646.5;90619;646.5
03/01/2012;658.5;158650;658.5
04/01/2012;658.5;142010;658.5
05/01/2012;643.5;184873;643.5
06/01/2012;643.5;138311;643.5
09/01/2012;652;178662;652
10/01/2012;652;151815;652
11/01/2012;651.5;189874;651.5
12/01/2012;611.5;147198;611.5
13/01/2012;599.5;203505;599.5
17/01/2012;604;169674;604
18/01/2012;593.5;196009;593.5
19/01/2012;606;185393;606
20/01/2012;611.5;145652;611.5
23/01/2012;620;163204;620
24/01/2012;630.25;218954;630.25
25/01/2012;634.5;181597;634.5
26/01/2012;634.5;188121;634.5
27/01/2012;641.75;142337;641.75
30/01/2012;631.75;145759;631.75
31/01/2012;639;213385;639
01/02/2012;642;165558;642
02/02/2012;643;165100;643
03/02/2012;644.5;127335;644.5
06/02/2012;644.25;124194;644.25
07/02/2012;642.25;168539;642.25
08/02/2012;642.5;226019;642.5
09/02/2012;637;249280;637
10/02/2012;631.75;162796;631.75
13/02/2012;639.5;220976;639.5
14/02/2012;633.5;193529;633.5
15/02/2012;627;171774;627
16/02/2012;636.25;185500;636.25
17/02/2012;641.75;148467;641.75
21/02/2012;629.5;201444;629.5
22/02/2012;638.25;159547;638.25
23/02/2012;639.5;145321;639.5
24/02/2012;640.75;116010;640.75
27/02/2012;644.5;146780;644.5
28/02/2012;653.5;117496;653.5
29/02/2012;656.5;48751;656.5
01/03/2012;653.75;18077;653.75
02/03/2012;659;14147;659
05/03/2012;666.25;10007;666.25
06/03/2012;658;6829;658
07/03/2012;643.75;5372;643.75
08/03/2012;645;5703;645
09/03/2012;654;1450;654
12/03/2012;671.5;2510;671.5
13/03/2012;674;1889;674
14/03/2012;669.5;163822;669.5
15/03/2012;669;171298;669
16/03/2012;673;124654;673
19/03/2012;663.5;114877;663.5
20/03/2012;647.5;188010;647.5
21/03/2012;642;135890;642
22/03/2012;644.5;127940;644.5
23/03/2012;646.5;102994;646.5
26/03/2012;637.75;178914;637.75
27/03/2012;630.75;157245;630.75
28/03/2012;620.25;191250;620.25
29/03/2012;604;215043;604
30/03/2012;644;223679;644
02/04/2012;655;213267;655
03/04/2012;658.25;185188;658.25
04/04/2012;656.75;158821;656.75
05/04/2012;658.25;20;658.25
09/04/2012;649;150881;649
10/04/2012;634.75;235172;634.75
11/04/2012;636;183534;636
12/04/2012;637.5;191727;637.5
13/04/2012;629.25;187477;629.25
16/04/2012;623.25;125988;623.25
17/04/2012;616.75;122019;616.75
18/04/2012;601.75;184234;601.75
19/04/2012;621;104316;621
20/04/2012;612.5;102915;612.5
23/04/2012;622.5;73631;622.5
24/04/2012;618.25;92630;618.25
25/04/2012;611;101004;611
26/04/2012;624;104596;624
27/04/2012;653;87996;653
30/04/2012;660.25;27347;660.25
01/05/2012;659.75;13603;659.75
02/05/2012;642.25;6910;642.25
03/05/2012;650.75;3671;650.75
04/05/2012;662.25;4698;662.25
07/05/2012;665;4523;665
08/05/2012;666;3092;666
09/05/2012;641.25;1286;641.25
10/05/2012;625.5;1544;625.5
11/05/2012;608;1769;608
14/05/2012;608;106879;608
15/05/2012;597.25;113590;597.25
16/05/2012;620;153375;620
17/05/2012;625;131642;625
18/05/2012;635.5;167427;635.5
21/05/2012;633;128305;633
22/05/2012;597;188940;597
23/05/2012;603.5;165565;603.5
24/05/2012;578.5;184176;578.5
25/05/2012;578.5;147037;578.5
29/05/2012;562.5;177673;562.5
30/05/2012;559.5;148989;559.5
31/05/2012;555.25;153342;555.25
01/06/2012;551.5;177025;551.5
04/06/2012;568;91835;568
05/06/2012;567.5;155718;567.5
06/06/2012;586.25;129366;586.25
07/06/2012;594;161002;594
08/06/2012;598;155163;598
11/06/2012;592;139081;592
12/06/2012;584;153108;584
13/06/2012;592.5;214591;592.5
14/06/2012;601.5;144137;601.5
15/06/2012;579.5;153416;579.5
18/06/2012;599.5;136335;599.5
19/06/2012;612.5;140797;612.5
20/06/2012;611.75;112767;611.75
21/06/2012;586.5;159272;586.5
22/06/2012;591;110744;591
25/06/2012;631;113321;631
26/06/2012;646;115942;646
27/06/2012;649.5;84505;649.5
28/06/2012;652;79775;652
29/06/2012;672.5;29441;672.5
02/07/2012;692.5;7752;692.5
03/07/2012;718.75;6080;718.75
05/07/2012;768;8332;768
06/07/2012;743.25;5217;743.25
09/07/2012;775.25;4321;775.25
10/07/2012;761;3966;761
11/07/2012;750.75;3845;750.75
12/07/2012;771.25;2487;771.25
13/07/2012;755.75;87033;755.75
16/07/2012;776.75;86532;776.75
17/07/2012;779.5;86968;779.5
18/07/2012;795;91953;795
19/07/2012;807.75;104662;807.75
20/07/2012;824.5;112767;824.5
23/07/2012;814;74137;814
24/07/2012;790;83135;790
25/07/2012;794.5;76018;794.5
26/07/2012;781.25;67835;781.25
27/07/2012;798.5;61017;798.5
30/07/2012;820;65043;820
31/07/2012;806.5;76761;806.5
01/08/2012;800.5;84270;800.5
02/08/2012;794;68543;794
03/08/2012;810;61332;810
06/08/2012;803;58540;803
07/08/2012;796;82504;796
08/08/2012;810.75;99517;810.75
09/08/2012;818.25;113783;818.25
10/08/2012;800;138198;800
13/08/2012;782.75;122370;782.75
14/08/2012;779.75;53704;779.75
15/08/2012;794;83101;794
16/08/2012;797.75;53110;797.75
17/08/2012;798.5;57493;798.5
20/08/2012;815.25;65493;815.25
21/08/2012;831.25;56270;831.25
22/08/2012;830.25;59188;830.25
23/08/2012;808.75;71175;808.75
24/08/2012;802.25;56731;802.25
27/08/2012;794.5;40553;794.5
28/08/2012;789.5;57011;789.5
29/08/2012;810.25;53933;810.25
30/08/2012;811.5;51001;811.5
31/08/2012;802.75;12637;802.75
04/09/2012;807;4708;807
05/09/2012;789.75;8436;789.75
06/09/2012;797.25;3779;797.25
07/09/2012;795;2999;795
10/09/2012;781;2685;781
11/09/2012;782.25;2086;782.25
12/09/2012;771;1611;771
13/09/2012;776.75;1117;776.75
14/09/2012;777.5;142075;777.5
17/09/2012;748;160250;748
18/09/2012;740;172645;740
19/09/2012;756.5;141542;756.5
20/09/2012;746;161680;746
21/09/2012;748.25;128160;748.25
24/09/2012;744.75;118906;744.75
25/09/2012;743.75;89281;743.75
26/09/2012;724.75;167917;724.75
27/09/2012;716.25;166276;716.25
28/09/2012;756.25;220632;756.25
01/10/2012;756.75;169212;756.75
02/10/2012;758.25;132144;758.25
03/10/2012;756.75;172279;756.75
04/10/2012;757;115898;757
05/10/2012;748;107830;748
08/10/2012;742;93168;742
09/10/2012;742;94819;742
10/10/2012;736.75;120747;736.75
11/10/2012;773.25;249946;773.25
12/10/2012;752.75;148846;752.75
15/10/2012;737.25;123034;737.25
16/10/2012;738.25;105944;738.25
17/10/2012;745.5;81080;745.5
18/10/2012;760.75;141242;760.75
19/10/2012;761.5;138751;761.5
22/10/2012;761.25;81096;761.25
23/10/2012;756;130327;756
24/10/2012;754.5;157205;754.5
25/10/2012;742;147414;742
26/10/2012;737.75;112039;737.75
31/10/2012;755.75;180255;755.75
01/11/2012;751;161175;751
02/11/2012;739.5;175125;739.5
05/11/2012;735.5;123788;735.5
06/11/2012;741;118109;741
07/11/2012;744.25;179049;744.25
08/11/2012;741.25;154253;741.25
09/11/2012;738.75;260266;738.75
12/11/2012;718;260971;718
13/11/2012;723.5;232439;723.5
14/11/2012;725.75;153645;725.75
15/11/2012;721.25;112562;721.25
16/11/2012;727;162450;727
19/11/2012;738.75;156748;738.75
20/11/2012;743.25;145852;743.25
21/11/2012;741;108007;741
23/11/2012;745.5;62192;745.5
26/11/2012;747.25;133413;747.25
27/11/2012;760;142387;760
28/11/2012;760.25;111668;760.25
29/11/2012;751.5;128067;751.5
30/11/2012;748;44921;748
03/12/2012;749;12172;749
04/12/2012;746.5;8862;746.5
05/12/2012;753.25;8852;753.25
06/12/2012;747.75;3380;747.75
07/12/2012;732.75;4652;732.75
10/12/2012;726.75;3979;726.75
11/12/2012;724.25;3072;724.25
12/12/2012;721;2342;721
13/12/2012;712.25;2345;712.25
14/12/2012;718.75;110147;718.75
17/12/2012;724;85027;724
18/12/2012;720;83591;720
19/12/2012;703;158527;703
20/12/2012;696.5;160185;696.5
21/12/2012;702;67201;702
24/12/2012;704.25;21068;704.25
26/12/2012;693.25;59316;693.25
27/12/2012;691.5;64279;691.5
28/12/2012;694;62755;694
31/12/2012;698.25;62119;698.25
02/01/2013;690.75;110788;690.75
03/01/2013;689.25;108074;689.25
04/01/2013;680.25;126506;680.25
07/01/2013;685.5;116838;685.5
08/01/2013;688.75;122407;688.75
09/01/2013;694.25;115574;694.25
10/01/2013;698.75;134030;698.75
11/01/2013;708.75;305608;708.75
14/01/2013;724;173515;724
15/01/2013;730.5;175272;730.5
16/01/2013;731.25;155128;731.25
17/01/2013;724.5;114277;724.5
18/01/2013;727.5;134681;727.5
22/01/2013;728.5;104383;728.5
23/01/2013;720.75;118851;720.75
24/01/2013;724.25;128864;724.25
25/01/2013;720.75;110652;720.75
28/01/2013;729.25;101032;729.25
29/01/2013;729.5;109083;729.5
30/01/2013;740.25;152247;740.25
31/01/2013;740.5;163800;740.5
01/02/2013;736;159080;736
04/02/2013;734.25;102032;734.25
05/02/2013;729;138896;729
06/02/2013;722.5;117529;722.5
07/02/2013;710.75;182487;710.75
08/02/2013;709;244566;709
11/02/2013;702.25;185558;702.25
12/02/2013;696.25;202092;696.25
13/02/2013;695.5;187129;695.5
14/02/2013;694.75;133467;694.75
15/02/2013;698.75;126664;698.75
19/02/2013;695.25;126555;695.25
20/02/2013;700.5;140765;700.5
21/02/2013;690.75;137028;690.75
22/02/2013;690.25;121671;690.25
25/02/2013;693.5;110974;693.5
26/02/2013;705;125539;705
27/02/2013;709.5;117894;709.5
28/02/2013;719.5;42717;719.5
01/03/2013;724.25;14200;724.25
04/03/2013;723;8020;723
05/03/2013;732;6351;732
06/03/2013;708;6062;708
07/03/2013;711.5;2063;711.5
08/03/2013;725.25;1684;725.25
11/03/2013;734.5;1514;734.5
12/03/2013;741;1794;741
13/03/2013;741.25;2128;741.25
14/03/2013;732.75;103856;732.75
15/03/2013;717;100018;717
18/03/2013;720;92674;720
19/03/2013;728.5;131277;728.5
20/03/2013;732.5;121847;732.5
21/03/2013;733;96276;733
22/03/2013;726.25;117973;726.25
25/03/2013;733.25;94637;733.25
26/03/2013;730.25;94362;730.25
27/03/2013;735.25;115147;735.25
28/03/2013;695.25;207050;695.25
29/03/2013;NA;NA;NA
01/04/2013;642.25;273482;642.25
02/04/2013;640.5;197041;640.5
03/04/2013;641.5;165636;641.5
04/04/2013;630;169841;630
05/04/2013;629;152288;629
08/04/2013;633.5;127966;633.5
09/04/2013;644.25;157851;644.25
10/04/2013;649;195455;649
11/04/2013;651.25;140556;651.25
12/04/2013;658.5;93743;658.5
15/04/2013;646.75;96370;646.75
16/04/2013;663.25;112622;663.25
17/04/2013;660.5;99184;660.5
18/04/2013;644.5;124212;644.5
19/04/2013;652;67425;652
22/04/2013;645.75;66975;645.75
23/04/2013;638.5;91749;638.5
24/04/2013;639.5;84141;639.5
25/04/2013;645.25;53896;645.25
26/04/2013;644;78524;644
29/04/2013;684;93276;684
30/04/2013;683.25;30420;683.25
01/05/2013;681.75;10235;681.75
02/05/2013;697.5;8678;697.5
03/05/2013;699.5;6150;699.5
06/05/2013;678.75;4247;678.75
07/05/2013;676.5;4152;676.5
08/05/2013;675;2301;675
09/05/2013;694.5;2383;694.5
10/05/2013;687.75;3813;687.75
13/05/2013;718;1784;718
14/05/2013;706.75;64384;706.75
15/05/2013;650.75;78502;650.75
16/05/2013;641.5;72057;641.5
17/05/2013;652.75;98929;652.75
20/05/2013;649.5;88236;649.5
21/05/2013;640;101487;640
22/05/2013;658.5;119109;658.5
23/05/2013;662;115606;662
24/05/2013;657.25;83484;657.25
28/05/2013;666.5;85496;666.5
29/05/2013;665;135982;665
30/05/2013;654.25;103450;654.25
31/05/2013;662;97577;662
03/06/2013;655.75;119563;655.75
04/06/2013;660.5;90516;660.5
05/06/2013;660.75;99328;660.75
06/06/2013;663.25;73049;663.25
07/06/2013;666.25;122077;666.25
10/06/2013;650;122282;650
11/06/2013;659.5;111234;659.5
12/06/2013;650.75;138800;650.75
13/06/2013;643.5;125191;643.5
14/06/2013;655;97377;655
17/06/2013;668.5;122002;668.5
18/06/2013;673.25;160579;673.25
19/06/2013;682.25;145518;682.25
20/06/2013;673.25;81189;673.25
21/06/2013;661.75;90417;661.75
24/06/2013;653.25;63780;653.25
25/06/2013;656.75;76136;656.75
26/06/2013;664.5;84387;664.5
27/06/2013;667.25;89216;667.25
28/06/2013;679.25;37861;679.25
01/07/2013;655.5;18279;655.5
02/07/2013;672.75;7919;672.75
03/07/2013;678.25;3929;678.25
05/07/2013;684.75;2868;684.75
08/07/2013;691.75;4255;691.75
09/07/2013;704;3665;704
10/07/2013;709.75;2647;709.75
11/07/2013;716.75;3195;716.75
12/07/2013;701.5;59827;701.5
15/07/2013;536.25;50492;536.25
16/07/2013;545.25;55368;545.25
17/07/2013;538.5;45385;538.5
18/07/2013;541;69576;541
19/07/2013;544;77722;544
22/07/2013;540.75;49041;540.75
23/07/2013;522.5;92858;522.5
24/07/2013;508.25;103138;508.25
25/07/2013;496;126368;496
26/07/2013;492;65924;492
29/07/2013;489.25;64514;489.25
30/07/2013;495.5;64592;495.5
31/07/2013;499;76256;499
01/08/2013;487.5;68277;487.5
02/08/2013;476;83417;476
05/08/2013;469.25;74631;469.25
06/08/2013;472.25;70677;472.25
07/08/2013;468.25;90363;468.25
08/08/2013;473.5;90623;473.5
09/08/2013;465.75;80179;465.75
12/08/2013;472;110053;472
13/08/2013;455.25;112285;455.25
14/08/2013;464.75;80627;464.75
15/08/2013;481.5;81198;481.5
16/08/2013;473.75;62894;473.75
19/08/2013;493.25;55413;493.25
20/08/2013;483.75;46399;483.75
21/08/2013;498;74947;498
22/08/2013;487.5;67915;487.5
23/08/2013;495.5;73982;495.5
26/08/2013;515.75;72379;515.75
27/08/2013;499.75;61666;499.75
28/08/2013;504.25;62695;504.25
29/08/2013;497.25;62086;497.25
30/08/2013;495;33789;495
03/09/2013;498;12789;498
04/09/2013;494;8034;494
05/09/2013;489.5;6334;489.5
06/09/2013;491.5;3032;491.5
09/09/2013;477.25;5827;477.25
10/09/2013;474.75;5288;474.75
11/09/2013;479.75;2891;479.75
12/09/2013;479;2128;479
13/09/2013;450;95246;450
16/09/2013;456.5;96537;456.5
17/09/2013;454;142922;454
18/09/2013;456.25;98955;456.25
19/09/2013;459.5;118125;459.5
20/09/2013;451;117384;451
23/09/2013;453.25;85790;453.25
24/09/2013;448.75;102415;448.75
25/09/2013;454.75;102257;454.75
26/09/2013;456.75;81835;456.75
27/09/2013;454;96327;454
30/09/2013;441.5;231380;441.5
01/10/2013;439;162610;439
02/10/2013;439;110682;439
03/10/2013;439.25;97170;439.25
04/10/2013;443.25;80706;443.25
07/10/2013;449.25;148378;449.25
08/10/2013;441.75;127958;441.75
09/10/2013;443.5;106370;443.5
10/10/2013;438.25;110458;438.25
11/10/2013;433.25;95879;433.25
14/10/2013;437;87547;437
15/10/2013;443.5;132993;443.5
16/10/2013;442.75;120313;442.75
17/10/2013;443;109641;443
18/10/2013;441.5;113287;441.5
21/10/2013;444;105735;444
22/10/2013;438.25;94419;438.25
23/10/2013;442.75;154657;442.75
24/10/2013;440.25;145523;440.25
25/10/2013;440;114537;440
28/10/2013;430.75;197956;430.75
29/10/2013;432;160427;432
30/10/2013;430.25;145107;430.25
31/10/2013;428.25;226896;428.25
01/11/2013;427.25;175603;427.25
04/11/2013;426.25;154961;426.25
05/11/2013;425;173087;425
06/11/2013;421.25;203384;421.25
07/11/2013;420.5;240006;420.5
08/11/2013;426.75;367855;426.75
11/11/2013;434.75;256555;434.75
12/11/2013;432.25;176527;432.25
13/11/2013;429.75;226433;429.75
14/11/2013;426.5;166631;426.5
15/11/2013;422;215387;422
18/11/2013;412;251099;412
19/11/2013;417.75;184949;417.75
20/11/2013;417;146175;417
21/11/2013;423;184359;423
22/11/2013;422.25;191252;422.25
25/11/2013;424.75;122502;424.75
26/11/2013;418.5;134287;418.5
27/11/2013;417.25;132013;417.25
29/11/2013;415.25;21820;415.25
02/12/2013;416.5;14977;416.5
03/12/2013;422;9178;422
04/12/2013;425.5;7667;425.5
05/12/2013;422.75;2386;422.75
06/12/2013;424;2079;424
09/12/2013;428.5;1397;428.5
10/12/2013;427.5;3136;427.5
11/12/2013;431.25;1779;431.25
12/12/2013;428.25;1677;428.25
13/12/2013;420.5;106098;420.5
16/12/2013;423.25;114420;423.25
17/12/2013;426.75;89620;426.75
18/12/2013;425;81535;425
19/12/2013;430.5;99370;430.5
20/12/2013;433.25;92615;433.25
23/12/2013;434.25;65971;434.25
24/12/2013;434.5;28452;434.5
26/12/2013;426.25;72950;426.25
27/12/2013;427.5;52403;427.5
30/12/2013;423.5;60441;423.5
31/12/2013;422;77092;422
02/01/2014;420.5;136284;420.5
03/01/2014;423.5;110192;423.5
06/01/2014;427.75;96635;427.75
07/01/2014;426;124441;426
08/01/2014;417;221233;417
09/01/2014;412;228114;412
10/01/2014;432.75;365581;432.75
13/01/2014;434.5;219138;434.5
14/01/2014;431.5;156818;431.5
15/01/2014;425.75;118783;425.75
16/01/2014;428;131695;428
17/01/2014;424;95493;424
21/01/2014;425;134010;425
22/01/2014;426.25;114794;426.25
23/01/2014;429;157783;429
24/01/2014;429.5;126819;429.5
27/01/2014;431.75;132838;431.75
28/01/2014;432;118856;432
29/01/2014;427.5;147425;427.5
30/01/2014;433.5;174534;433.5
31/01/2014;434;135050;434
03/02/2014;435.75;167839;435.75
04/02/2014;441.75;179800;441.75
05/02/2014;443.25;169908;443.25
06/02/2014;443;191086;443
07/02/2014;444.25;171623;444.25
10/02/2014;443;252408;443
11/02/2014;441.5;221223;441.5
12/02/2014;440;209920;440
13/02/2014;440.5;174150;440.5
14/02/2014;445.25;177419;445.25
18/02/2014;449.5;140683;449.5
19/02/2014;453.75;243325;453.75
20/02/2014;455.75;191961;455.75
21/02/2014;453;145576;453
24/02/2014;451.5;141751;451.5
25/02/2014;455.75;123589;455.75
26/02/2014;455.5;113291;455.5
27/02/2014;448;140676;448
28/02/2014;457.5;36979;457.5
03/03/2014;464;20819;464
04/03/2014;476.75;10937;476.75
05/03/2014;475.25;6726;475.25
06/03/2014;485.75;4262;485.75
07/03/2014;481;7131;481
10/03/2014;472;1561;472
11/03/2014;478;1325;478
12/03/2014;484.25;1037;484.25
13/03/2014;484.25;1123;484.25
14/03/2014;472.25;109124;472.25
17/03/2014;479;85187;479
18/03/2014;486.25;90577;486.25
19/03/2014;487.75;113870;487.75
20/03/2014;478.5;102863;478.5
21/03/2014;479;86237;479
24/03/2014;490;110121;490
25/03/2014;486.5;84748;486.5
26/03/2014;484.5;79966;484.5
27/03/2014;492;132271;492
28/03/2014;492;118113;492
31/03/2014;502;283223;502
01/04/2014;507.5;172036;507.5
02/04/2014;495.75;159001;495.75
03/04/2014;500;107969;500
04/04/2014;501.75;102928;501.75
07/04/2014;499.25;156859;499.25
08/04/2014;507;131388;507
09/04/2014;502.25;266121;502.25
10/04/2014;501.25;152750;501.25
11/04/2014;498.5;147245;498.5
14/04/2014;503;113216;503
15/04/2014;503.75;134416;503.75
16/04/2014;497.5;103705;497.5
17/04/2014;494.75;102322;494.75
21/04/2014;488.5;115411;488.5
22/04/2014;496.25;162634;496.25
23/04/2014;503.5;107481;503.5
24/04/2014;501.25;111415;501.25
25/04/2014;507;90449;507
28/04/2014;507.75;99351;507.75
29/04/2014;515.75;87219;515.75
30/04/2014;514;30696;514
01/05/2014;503.25;18177;503.25
02/05/2014;494;15131;494
05/05/2014;503.25;3527;503.25
06/05/2014;513;4147;513
07/05/2014;510.25;2555;510.25
08/05/2014;513.25;1655;513.25
09/05/2014;505;2068;505
12/05/2014;497.5;2325;497.5
13/05/2014;503.25;2036;503.25
14/05/2014;494.75;105785;494.75
15/05/2014;484.25;138763;484.25
16/05/2014;483.5;92663;483.5
19/05/2014;477.25;119746;477.25
20/05/2014;473.5;113173;473.5
21/05/2014;474.5;96480;474.5
22/05/2014;476.75;110932;476.75
23/05/2014;478;85635;478
27/05/2014;469.75;101114;469.75
28/05/2014;472.5;102757;472.5
29/05/2014;469.5;131247;469.5
30/05/2014;465.75;128747;465.75
02/06/2014;465.5;160531;465.5
03/06/2014;458.25;118132;458.25
04/06/2014;456.25;93357;456.25
05/06/2014;449;113818;449
06/06/2014;459;163777;459
09/06/2014;451;158202;451
10/06/2014;445.5;142517;445.5
11/06/2014;441;185493;441
12/06/2014;444;157865;444
13/06/2014;447;127960;447
16/06/2014;441;128964;441
17/06/2014;438.75;109891;438.75
18/06/2014;441.5;95337;441.5
19/06/2014;450.5;117242;450.5
20/06/2014;453.25;112310;453.25
23/06/2014;444.5;113223;444.5
24/06/2014;443;108660;443
25/06/2014;441;135829;441
26/06/2014;442.75;121751;442.75
27/06/2014;443;111681;443
30/06/2014;424.25;32988;424.25
01/07/2014;422.75;9735;422.75
02/07/2014;418.5;6362;418.5
03/07/2014;417;3041;417
07/07/2014;409.25;2821;409.25
08/07/2014;408.25;3811;408.25
09/07/2014;404;3041;404
10/07/2014;400.5;2865;400.5
11/07/2014;399.75;1990;399.75
14/07/2014;390.25;63853;390.25
15/07/2014;374;104821;374
16/07/2014;378.25;87367;378.25
17/07/2014;379.5;99242;379.5
18/07/2014;371.25;63661;371.25
21/07/2014;364;80268;364
22/07/2014;360.25;56738;360.25
23/07/2014;362.5;59923;362.5
24/07/2014;361.5;80591;361.5
25/07/2014;363;76154;363
28/07/2014;367.75;62888;367.75
29/07/2014;361.5;76338;361.5
30/07/2014;361.75;78868;361.75
31/07/2014;357;68927;357
01/08/2014;352.5;73337;352.5
04/08/2014;358.75;75699;358.75
05/08/2014;356.25;65793;356.25
06/08/2014;363.25;75358;363.25
07/08/2014;359.5;133125;359.5
08/08/2014;351.75;123611;351.75
11/08/2014;356.75;165303;356.75
12/08/2014;358.5;194070;358.5
13/08/2014;358;110215;358
14/08/2014;362;68506;362
15/08/2014;365.75;74813;365.75
18/08/2014;360.75;78822;360.75
19/08/2014;362.5;80142;362.5
20/08/2014;359.5;95879;359.5
21/08/2014;362.25;98455;362.25
22/08/2014;365.5;107057;365.5
25/08/2014;360;78751;360
26/08/2014;356;86304;356
27/08/2014;356;72872;356
28/08/2014;361.75;71290;361.75
29/08/2014;359;30831;359
02/09/2014;355.75;11396;355.75
03/09/2014;341.25;11532;341.25
04/09/2014;335.75;5047;335.75
05/09/2014;346.5;3218;346.5
08/09/2014;339.25;893;339.25
09/09/2014;336.25;1596;336.25
10/09/2014;338.75;1298;338.75
11/09/2014;331.75;1728;331.75
12/09/2014;339;106215;339
15/09/2014;343;102671;343
16/09/2014;343.75;144551;343.75
17/09/2014;341.75;83632;341.75
18/09/2014;338.25;100943;338.25
19/09/2014;331.5;107635;331.5
22/09/2014;330.25;131674;330.25
23/09/2014;325.5;125167;325.5
24/09/2014;329.5;132651;329.5
25/09/2014;326;107743;326
26/09/2014;323;86605;323
29/09/2014;325.75;104805;325.75
30/09/2014;320.75;173979;320.75
01/10/2014;321.25;121907;321.25
02/10/2014;322.75;123125;322.75
03/10/2014;323.25;92118;323.25
06/10/2014;332.5;134901;332.5
07/10/2014;340.5;218114;340.5
08/10/2014;343.25;127485;343.25
09/10/2014;344.75;174549;344.75
10/10/2014;334;234751;334
13/10/2014;346;142097;346
14/10/2014;357;194804;357
15/10/2014;347.5;183378;347.5
16/10/2014;352.25;138242;352.25
17/10/2014;348;127179;348
20/10/2014;348.25;140828;348.25
21/10/2014;356;159476;356
