,time_playing,Period,RTNG,GMS,Name,FideID,rtng_diff,ratio
72,91,2016-10-01,2721,14,yangyi,8603820,0.0,0.005145167217934583
73,92,2016-09-01,2725,9,yangyi,8603820,4.0,0.0033027522935779817
66,93,2017-04-01,2750,9,yangyi,8603820,25.0,0.0032727272727272726
62,94,2017-08-01,2744,16,yangyi,8603820,-6.0,0.0058309037900874635
58,95,2017-12-01,2751,3,yangyi,8603820,7.0,0.0010905125408942203
68,96,2017-02-01,2738,0,yangyi,8603820,-13.0,0.0
69,97,2017-01-01,2738,13,yangyi,8603820,0.0,0.004747991234477721
63,98,2017-07-01,2753,18,yangyi,8603820,15.0,0.006538321830730113
64,99,2017-06-01,2749,12,yangyi,8603820,-4.0,0.0043652237177155325
67,100,2017-03-01,2750,10,yangyi,8603820,1.0,0.0036363636363636364
65,101,2017-05-01,2743,14,yangyi,8603820,-7.0,0.005103900838497995
59,102,2017-11-01,2746,7,yangyi,8603820,3.0,0.0025491624180626364
60,103,2017-10-01,2743,4,yangyi,8603820,-3.0,0.0014582573824279985
61,104,2017-09-01,2750,3,yangyi,8603820,7.0,0.001090909090909091
54,105,2018-04-01,2760,0,yangyi,8603820,10.0,0.0
50,106,2018-08-01,2760,4,yangyi,8603820,0.0,0.0014492753623188406
46,107,2018-12-01,2764,10,yangyi,8603820,4.0,0.00361794500723589
56,108,2018-02-01,2760,0,yangyi,8603820,-4.0,0.0
57,109,2018-01-01,2760,4,yangyi,8603820,0.0,0.0014492753623188406
51,110,2018-07-01,2762,7,yangyi,8603820,2.0,0.0025343953656770456
52,111,2018-06-01,2759,3,yangyi,8603820,-3.0,0.0010873504893077202
55,112,2018-03-01,2760,0,yangyi,8603820,1.0,0.0
53,113,2018-05-01,2754,4,yangyi,8603820,-6.0,0.0014524328249818446
47,114,2018-11-01,2764,21,yangyi,8603820,10.0,0.007597684515195369
48,115,2018-10-01,2765,0,yangyi,8603820,1.0,0.0
49,116,2018-09-01,2765,11,yangyi,8603820,0.0,0.003978300180831827
42,117,2019-04-01,2751,7,yangyi,8603820,-14.0,0.002544529262086514
38,118,2019-08-01,2752,15,yangyi,8603820,1.0,0.005450581395348837
34,119,2019-12-01,2738,7,yangyi,8603820,-14.0,0.002556610664718773
44,120,2019-02-01,2764,0,yangyi,8603820,26.0,0.0
45,121,2019-01-01,2764,4,yangyi,8603820,0.0,0.001447178002894356
39,122,2019-07-01,2736,18,yangyi,8603820,-28.0,0.006578947368421052
40,123,2019-06-01,2738,2,yangyi,8603820,2.0,0.0007304601899196494
43,124,2019-03-01,2761,10,yangyi,8603820,23.0,0.003621876131836291
41,125,2019-05-01,2739,14,yangyi,8603820,-22.0,0.00511135450894487
35,126,2019-11-01,2753,27,yangyi,8603820,14.0,0.00980748274609517
36,127,2019-10-01,2763,0,yangyi,8603820,10.0,0.0
37,128,2019-09-01,2763,12,yangyi,8603820,0.0,0.004343105320304018
30,129,2020-04-01,2709,0,yangyi,8603820,-54.0,0.0
26,130,2020-08-01,2709,0,yangyi,8603820,0.0,0.0
22,131,2020-12-01,2709,0,yangyi,8603820,0.0,0.0
32,132,2020-02-01,2709,13,yangyi,8603820,0.0,0.004798818752307124
33,133,2020-01-01,2726,6,yangyi,8603820,17.0,0.0022010271460014674
27,134,2020-07-01,2709,0,yangyi,8603820,-17.0,0.0
28,135,2020-06-01,2709,0,yangyi,8603820,0.0,0.0
31,136,2020-03-01,2709,0,yangyi,8603820,0.0,0.0
29,137,2020-05-01,2709,0,yangyi,8603820,0.0,0.0
23,138,2020-11-01,2709,0,yangyi,8603820,0.0,0.0
24,139,2020-10-01,2709,0,yangyi,8603820,0.0,0.0
25,140,2020-09-01,2709,0,yangyi,8603820,0.0,0.0
18,141,2021-04-01,2709,0,yangyi,8603820,0.0,0.0
14,142,2021-08-01,2705,0,yangyi,8603820,-4.0,0.0
10,143,2021-12-01,2713,11,yangyi,8603820,8.0,0.004054552156284556
20,144,2021-02-01,2709,0,yangyi,8603820,-4.0,0.0
21,145,2021-01-01,2709,0,yangyi,8603820,0.0,0.0
15,146,2021-07-01,2705,0,yangyi,8603820,-4.0,0.0
16,147,2021-06-01,2705,11,yangyi,8603820,0.0,0.004066543438077634
19,148,2021-03-01,2709,0,yangyi,8603820,4.0,0.0
17,149,2021-05-01,2709,0,yangyi,8603820,0.0,0.0
11,150,2021-11-01,2704,0,yangyi,8603820,-5.0,0.0
12,151,2021-10-01,2704,0,yangyi,8603820,0.0,0.0
13,152,2021-09-01,2704,4,yangyi,8603820,0.0,0.0014792899408284023
6,153,2022-04-01,2710,6,yangyi,8603820,6.0,0.002214022140221402
2,154,2022-08-01,2708,9,yangyi,8603820,-2.0,0.0033234859675036928
8,155,2022-02-01,2713,0,yangyi,8603820,5.0,0.0
9,156,2022-01-01,2713,0,yangyi,8603820,0.0,0.0
3,157,2022-07-01,2720,9,yangyi,8603820,7.0,0.0033088235294117647
4,158,2022-06-01,2710,0,yangyi,8603820,-10.0,0.0
7,159,2022-03-01,2713,0,yangyi,8603820,3.0,0.0
5,160,2022-05-01,2710,6,yangyi,8603820,-3.0,0.002214022140221402
0,161,2022-10-01,2718,0,yangyi,8603820,8.0,0.0
1,162,2022-09-01,2718,10,yangyi,8603820,0.0,0.003679175864606328
178,1,2000-01-01,2430,36,harikrishna,5007003,0.0,0.014814814814814815
177,2,2000-07-01,2500,63,harikrishna,5007003,70.0,0.0252
176,3,2000-10-01,2506,23,harikrishna,5007003,6.0,0.009177972865123703
174,4,2001-04-01,2504,20,harikrishna,5007003,-2.0,0.007987220447284345
175,5,2001-01-01,2514,24,harikrishna,5007003,10.0,0.00954653937947494
173,6,2001-07-01,2522,30,harikrishna,5007003,8.0,0.011895321173671689
172,7,2001-10-01,2526,50,harikrishna,5007003,4.0,0.01979414093428345
170,8,2002-04-01,2568,50,harikrishna,5007003,42.0,0.019470404984423675
171,9,2002-01-01,2525,2,harikrishna,5007003,-43.0,0.0007920792079207921
169,10,2002-07-01,2568,0,harikrishna,5007003,43.0,0.0
168,11,2002-10-01,2551,29,harikrishna,5007003,-17.0,0.011368090944727557
166,12,2003-04-01,2563,29,harikrishna,5007003,12.0,0.01131486539211861
167,13,2003-01-01,2539,39,harikrishna,5007003,-24.0,0.01536037810161481
165,14,2003-07-01,2558,18,harikrishna,5007003,19.0,0.007036747458952306
164,15,2003-10-01,2570,33,harikrishna,5007003,12.0,0.012840466926070038
162,16,2004-04-01,2599,42,harikrishna,5007003,29.0,0.016160061562139283
163,17,2004-01-01,2582,41,harikrishna,5007003,-17.0,0.015879163439194422
161,18,2004-07-01,2609,9,harikrishna,5007003,27.0,0.0034495975469528554
160,19,2004-10-01,2612,4,harikrishna,5007003,3.0,0.0015313935681470138
158,20,2005-04-01,2646,10,harikrishna,5007003,34.0,0.003779289493575208
159,21,2005-01-01,2632,42,harikrishna,5007003,-14.0,0.015957446808510637
157,22,2005-07-01,2645,9,harikrishna,5007003,13.0,0.003402646502835539
156,23,2005-10-01,2673,19,harikrishna,5007003,28.0,0.00710811821922933
154,24,2006-04-01,2680,7,harikrishna,5007003,7.0,0.0026119402985074628
155,25,2006-01-01,2673,23,harikrishna,5007003,-7.0,0.008604564160119716
153,26,2006-07-01,2682,24,harikrishna,5007003,9.0,0.008948545861297539
152,27,2006-10-01,2674,21,harikrishna,5007003,-8.0,0.007853403141361256
150,28,2007-04-01,2650,9,harikrishna,5007003,-24.0,0.0033962264150943396
151,29,2007-01-01,2673,15,harikrishna,5007003,23.0,0.005611672278338945
149,30,2007-07-01,2664,17,harikrishna,5007003,-9.0,0.0063813813813813815
148,31,2007-10-01,2668,24,harikrishna,5007003,4.0,0.008995502248875561
146,32,2008-04-01,2679,30,harikrishna,5007003,11.0,0.011198208286674132
147,33,2008-01-01,2664,8,harikrishna,5007003,-15.0,0.003003003003003003
145,34,2008-07-01,2668,15,harikrishna,5007003,4.0,0.005622188905547227
144,35,2008-10-01,2659,12,harikrishna,5007003,-9.0,0.0045129748025573525
142,36,2009-04-01,2686,30,harikrishna,5007003,27.0,0.011169024571854059
143,37,2009-01-01,2673,26,harikrishna,5007003,-13.0,0.009726898615787506
141,38,2009-07-01,2679,24,harikrishna,5007003,6.0,0.008958566629339306
139,39,2009-11-01,2672,16,harikrishna,5007003,-7.0,0.005988023952095809
140,40,2009-09-01,2673,8,harikrishna,5007003,1.0,0.0029928918817807705
138,41,2010-01-01,2672,0,harikrishna,5007003,-1.0,0.0
135,42,2010-07-01,2646,18,harikrishna,5007003,-26.0,0.006802721088435374
137,43,2010-03-01,2660,27,harikrishna,5007003,14.0,0.010150375939849625
136,44,2010-05-01,2660,0,harikrishna,5007003,0.0,0.0
133,45,2010-11-01,2657,16,harikrishna,5007003,-3.0,0.0060218291305984195
134,46,2010-09-01,2645,18,harikrishna,5007003,-12.0,0.006805293005671078
132,47,2011-01-01,2667,9,harikrishna,5007003,22.0,0.003374578177727784
129,48,2011-07-01,2669,25,harikrishna,5007003,2.0,0.009366804046459348
131,49,2011-03-01,2665,10,harikrishna,5007003,-4.0,0.00375234521575985
130,50,2011-05-01,2666,9,harikrishna,5007003,1.0,0.0033758439609902473
127,51,2011-11-01,2673,4,harikrishna,5007003,7.0,0.0014964459408903852
128,52,2011-09-01,2672,18,harikrishna,5007003,-1.0,0.006736526946107785
122,53,2012-08-01,2685,10,harikrishna,5007003,13.0,0.0037243947858473
118,54,2012-12-01,2698,7,harikrishna,5007003,13.0,0.0025945144551519643
126,55,2012-01-01,2665,6,harikrishna,5007003,-33.0,0.00225140712945591
123,56,2012-07-01,2684,8,harikrishna,5007003,19.0,0.0029806259314456036
125,57,2012-03-01,2678,13,harikrishna,5007003,-6.0,0.0048543689320388345
124,58,2012-05-01,2693,16,harikrishna,5007003,15.0,0.005941329372447085
119,59,2012-11-01,2692,4,harikrishna,5007003,-1.0,0.0014858841010401188
120,60,2012-10-01,2688,10,harikrishna,5007003,-4.0,0.003720238095238095
121,61,2012-09-01,2690,11,harikrishna,5007003,2.0,0.004089219330855019
114,62,2013-04-01,2705,0,harikrishna,5007003,15.0,0.0
110,63,2013-08-01,2696,9,harikrishna,5007003,-9.0,0.0033382789317507417
106,64,2013-12-01,2708,2,harikrishna,5007003,12.0,0.0007385524372230429
116,65,2013-02-01,2705,13,harikrishna,5007003,-3.0,0.004805914972273568
117,66,2013-01-01,2698,0,harikrishna,5007003,-7.0,0.0
111,67,2013-07-01,2680,0,harikrishna,5007003,-18.0,0.0
112,68,2013-06-01,2680,10,harikrishna,5007003,0.0,0.0037313432835820895
115,69,2013-03-01,2705,0,harikrishna,5007003,25.0,0.0
113,70,2013-05-01,2702,9,harikrishna,5007003,-3.0,0.0033308660251665434
107,71,2013-11-01,2704,7,harikrishna,5007003,2.0,0.0025887573964497044
108,72,2013-10-01,2709,0,harikrishna,5007003,5.0,0.0
109,73,2013-09-01,2709,20,harikrishna,5007003,0.0,0.007382798080472499
102,74,2014-04-01,2726,4,harikrishna,5007003,17.0,0.001467351430667645
98,75,2014-08-01,2725,19,harikrishna,5007003,-1.0,0.006972477064220183
94,76,2014-12-01,2727,2,harikrishna,5007003,2.0,0.0007334066740007334
104,77,2014-02-01,2712,11,harikrishna,5007003,-15.0,0.004056047197640118
105,78,2014-01-01,2706,2,harikrishna,5007003,-6.0,0.0007390983000739098
99,79,2014-07-01,2726,0,harikrishna,5007003,20.0,0.0
100,80,2014-06-01,2726,0,harikrishna,5007003,0.0,0.0
103,81,2014-03-01,2714,12,harikrishna,5007003,-12.0,0.004421518054532056
101,82,2014-05-01,2726,0,harikrishna,5007003,12.0,0.0
95,83,2014-11-01,2725,2,harikrishna,5007003,-1.0,0.0007339449541284404
96,84,2014-10-01,2727,24,harikrishna,5007003,2.0,0.0088008800880088
97,85,2014-09-01,2725,0,harikrishna,5007003,-2.0,0.0
90,86,2015-04-01,2731,5,harikrishna,5007003,6.0,0.001830831197363603
86,87,2015-08-01,2740,9,harikrishna,5007003,9.0,0.0032846715328467154
82,88,2015-12-01,2743,0,harikrishna,5007003,3.0,0.0
92,89,2015-02-01,2723,0,harikrishna,5007003,-20.0,0.0
93,90,2015-01-01,2723,9,harikrishna,5007003,0.0,0.0033051781123760557
87,91,2015-07-01,2733,0,harikrishna,5007003,10.0,0.0
88,92,2015-06-01,2733,0,harikrishna,5007003,0.0,0.0
91,93,2015-03-01,2729,12,harikrishna,5007003,-4.0,0.004397215097105167
89,94,2015-05-01,2733,9,harikrishna,5007003,4.0,0.003293084522502744
83,95,2015-11-01,2743,20,harikrishna,5007003,10.0,0.007291286912139993
84,96,2015-10-01,2737,0,harikrishna,5007003,-6.0,0.0
85,97,2015-09-01,2737,16,harikrishna,5007003,0.0,0.005845816587504567
78,98,2016-04-01,2763,2,harikrishna,5007003,26.0,0.0007238508867173362
74,99,2016-08-01,2752,13,harikrishna,5007003,-11.0,0.004723837209302325
70,100,2016-12-01,2770,7,harikrishna,5007003,18.0,0.002527075812274368
80,101,2016-02-01,2753,2,harikrishna,5007003,-17.0,0.000726480203414457
81,102,2016-01-01,2755,15,harikrishna,5007003,2.0,0.0054446460980036296
75,103,2016-07-01,2755,9,harikrishna,5007003,0.0,0.003266787658802178
76,104,2016-06-01,2764,9,harikrishna,5007003,9.0,0.003256150506512301
79,105,2016-03-01,2758,14,harikrishna,5007003,-6.0,0.005076142131979695
77,106,2016-05-01,2763,0,harikrishna,5007003,5.0,0.0
71,107,2016-11-01,2768,10,harikrishna,5007003,5.0,0.0036127167630057803
72,108,2016-10-01,2762,9,harikrishna,5007003,-6.0,0.0032585083272990588
73,109,2016-09-01,2752,0,harikrishna,5007003,-10.0,0.0
66,110,2017-04-01,2755,2,harikrishna,5007003,3.0,0.0007259528130671506
62,111,2017-08-01,2743,9,harikrishna,5007003,-12.0,0.0032810791104629965
58,112,2017-12-01,2744,11,harikrishna,5007003,1.0,0.004008746355685131
68,113,2017-02-01,2758,13,harikrishna,5007003,14.0,0.004713560551124003
69,114,2017-01-01,2766,2,harikrishna,5007003,8.0,0.0007230657989877079
63,115,2017-07-01,2737,0,harikrishna,5007003,-29.0,0.0
64,116,2017-06-01,2737,18,harikrishna,5007003,0.0,0.006576543660942638
67,117,2017-03-01,2758,0,harikrishna,5007003,21.0,0.0
65,118,2017-05-01,2750,10,harikrishna,5007003,-8.0,0.0036363636363636364
59,119,2017-11-01,2738,7,harikrishna,5007003,-12.0,0.002556610664718773
60,120,2017-10-01,2733,4,harikrishna,5007003,-5.0,0.0014635931211123307
61,121,2017-09-01,2741,9,harikrishna,5007003,8.0,0.003283473184968989
54,122,2018-04-01,2727,1,harikrishna,5007003,-14.0,0.0003667033370003667
50,123,2018-08-01,2739,5,harikrishna,5007003,12.0,0.0018254837531945967
46,124,2018-12-01,2725,4,harikrishna,5007003,-14.0,0.0014678899082568807
56,125,2018-02-01,2745,0,harikrishna,5007003,20.0,0.0
57,126,2018-01-01,2745,2,harikrishna,5007003,0.0,0.0007285974499089253
51,127,2018-07-01,2734,1,harikrishna,5007003,-11.0,0.000365764447695684
52,128,2018-06-01,2732,6,harikrishna,5007003,-2.0,0.0021961932650073207
55,129,2018-03-01,2731,16,harikrishna,5007003,-1.0,0.005858659831563529
53,130,2018-05-01,2727,6,harikrishna,5007003,-4.0,0.0022002200220022
47,131,2018-11-01,2729,16,harikrishna,5007003,2.0,0.005862953462806889
48,132,2018-10-01,2733,2,harikrishna,5007003,4.0,0.0007317965605561653
49,133,2018-09-01,2743,8,harikrishna,5007003,10.0,0.002916514764855997
42,134,2019-04-01,2723,9,harikrishna,5007003,-20.0,0.0033051781123760557
38,135,2019-08-01,2738,3,harikrishna,5007003,15.0,0.001095690284879474
34,136,2019-12-01,2724,8,harikrishna,5007003,-14.0,0.002936857562408223
44,137,2019-02-01,2726,3,harikrishna,5007003,2.0,0.0011005135730007337
45,138,2019-01-01,2730,6,harikrishna,5007003,4.0,0.002197802197802198
39,139,2019-07-01,2734,0,harikrishna,5007003,4.0,0.0
40,140,2019-06-01,2734,15,harikrishna,5007003,0.0,0.005486466715435259
43,141,2019-03-01,2730,4,harikrishna,5007003,-4.0,0.0014652014652014652
41,142,2019-05-01,2730,14,harikrishna,5007003,0.0,0.005128205128205128
35,143,2019-11-01,2731,19,harikrishna,5007003,1.0,0.006957158549981692
36,144,2019-10-01,2748,8,harikrishna,5007003,17.0,0.002911208151382824
37,145,2019-09-01,2746,4,harikrishna,5007003,-2.0,0.0014566642388929353
30,146,2020-04-01,2719,0,harikrishna,5007003,-27.0,0.0
26,147,2020-08-01,2732,7,harikrishna,5007003,13.0,0.002562225475841874
22,148,2020-12-01,2732,0,harikrishna,5007003,0.0,0.0
32,149,2020-02-01,2713,2,harikrishna,5007003,-19.0,0.0007371913011426465
33,150,2020-01-01,2716,5,harikrishna,5007003,3.0,0.001840942562592047
27,151,2020-07-01,2719,0,harikrishna,5007003,3.0,0.0
28,152,2020-06-01,2719,0,harikrishna,5007003,0.0,0.0
31,153,2020-03-01,2719,12,harikrishna,5007003,0.0,0.004413387274733358
29,154,2020-05-01,2719,0,harikrishna,5007003,0.0,0.0
23,155,2020-11-01,2732,0,harikrishna,5007003,13.0,0.0
24,156,2020-10-01,2732,8,harikrishna,5007003,0.0,0.0029282576866764276
25,157,2020-09-01,2732,0,harikrishna,5007003,0.0,0.0
18,158,2021-04-01,2730,0,harikrishna,5007003,-2.0,0.0
14,159,2021-08-01,2730,0,harikrishna,5007003,0.0,0.0
10,160,2021-12-01,2717,11,harikrishna,5007003,-13.0,0.004048582995951417
20,161,2021-02-01,2732,0,harikrishna,5007003,15.0,0.0
21,162,2021-01-01,2732,0,harikrishna,5007003,0.0,0.0
15,163,2021-07-01,2730,0,harikrishna,5007003,-2.0,0.0
16,164,2021-06-01,2730,0,harikrishna,5007003,0.0,0.0
19,165,2021-03-01,2730,13,harikrishna,5007003,0.0,0.004761904761904762
17,166,2021-05-01,2730,0,harikrishna,5007003,0.0,0.0
11,167,2021-11-01,2721,10,harikrishna,5007003,-9.0,0.003675119441381845
12,168,2021-10-01,2719,6,harikrishna,5007003,-2.0,0.002206693637366679
13,169,2021-09-01,2725,6,harikrishna,5007003,6.0,0.0022018348623853213
6,170,2022-04-01,2705,6,harikrishna,5007003,-20.0,0.0022181146025878
2,171,2022-08-01,2720,0,harikrishna,5007003,15.0,0.0
8,172,2022-02-01,2719,2,harikrishna,5007003,-1.0,0.000735564545788893
9,173,2022-01-01,2717,2,harikrishna,5007003,-2.0,0.000736105999263894
3,174,2022-07-01,2720,9,harikrishna,5007003,3.0,0.0033088235294117647
4,175,2022-06-01,2701,4,harikrishna,5007003,-19.0,0.001480932987782303
7,176,2022-03-01,2716,6,harikrishna,5007003,15.0,0.0022091310751104565
5,177,2022-05-01,2705,0,harikrishna,5007003,-11.0,0.0
0,178,2022-10-01,2717,15,harikrishna,5007003,12.0,0.005520794994479205
1,179,2022-09-01,2716,10,harikrishna,5007003,-1.0,0.003681885125184094
178,1,2000-01-01,2528,50,pons,2205530,0.0,0.01977848101265823
177,2,2000-07-01,2554,27,pons,2205530,26.0,0.010571652310101801
176,3,2000-10-01,2554,0,pons,2205530,0.0,0.0
174,4,2001-04-01,2559,11,pons,2205530,5.0,0.0042985541227041815
175,5,2001-01-01,2550,56,pons,2205530,-9.0,0.02196078431372549
173,6,2001-07-01,2630,42,pons,2205530,80.0,0.01596958174904943
172,7,2001-10-01,2630,0,pons,2205530,0.0,0.0
170,8,2002-04-01,2638,12,pons,2205530,8.0,0.004548900682335102
171,9,2002-01-01,2629,13,pons,2205530,-9.0,0.00494484594903005
169,10,2002-07-01,2652,17,pons,2205530,23.0,0.00641025641025641
168,11,2002-10-01,2635,10,pons,2205530,-17.0,0.003795066413662239
166,12,2003-04-01,2645,26,pons,2205530,10.0,0.009829867674858222
167,13,2003-01-01,2629,29,pons,2205530,-16.0,0.01103081019399011
165,14,2003-07-01,2662,24,pons,2205530,33.0,0.009015777610818933
164,15,2003-10-01,2662,0,pons,2205530,0.0,0.0
162,16,2004-04-01,2666,12,pons,2205530,4.0,0.00450112528132033
163,17,2004-01-01,2663,24,pons,2205530,-3.0,0.009012392039053699
161,18,2004-07-01,2679,11,pons,2205530,16.0,0.004106009705113848
160,19,2004-10-01,2678,10,pons,2205530,-1.0,0.0037341299477221808
158,20,2005-04-01,2677,12,pons,2205530,-1.0,0.0044826298094882335
159,21,2005-01-01,2686,26,pons,2205530,9.0,0.00967982129560685
157,22,2005-07-01,2681,15,pons,2205530,-5.0,0.005594927265945543
156,23,2005-10-01,2674,1,pons,2205530,-7.0,0.00037397157816005983
154,24,2006-04-01,2666,23,pons,2205530,-8.0,0.0086271567891973
155,25,2006-01-01,2650,31,pons,2205530,-16.0,0.01169811320754717
153,26,2006-07-01,2674,22,pons,2205530,24.0,0.008227374719521317
152,27,2006-10-01,2674,0,pons,2205530,0.0,0.0
150,28,2007-04-01,2676,12,pons,2205530,2.0,0.004484304932735426
151,29,2007-01-01,2679,25,pons,2205530,3.0,0.00933184023889511
149,30,2007-07-01,2666,24,pons,2205530,-13.0,0.00900225056264066
148,31,2007-10-01,2660,5,pons,2205530,-6.0,0.0018796992481203006
146,32,2008-04-01,2684,7,pons,2205530,24.0,0.0026080476900149033
147,33,2008-01-01,2675,23,pons,2205530,-9.0,0.008598130841121496
145,34,2008-07-01,2650,27,pons,2205530,-25.0,0.010188679245283019
144,35,2008-10-01,2664,22,pons,2205530,14.0,0.008258258258258258
142,36,2009-04-01,2688,31,pons,2205530,24.0,0.011532738095238096
143,37,2009-01-01,2702,34,pons,2205530,14.0,0.012583271650629163
141,38,2009-07-01,2693,7,pons,2205530,-9.0,0.0025993316004456
139,39,2009-11-01,2711,20,pons,2205530,18.0,0.0073773515308004425
140,40,2009-09-01,2696,9,pons,2205530,-15.0,0.0033382789317507417
138,41,2010-01-01,2705,10,pons,2205530,9.0,0.0036968576709796672
135,42,2010-07-01,2697,4,pons,2205530,-8.0,0.0014831294030404152
137,43,2010-03-01,2708,10,pons,2205530,11.0,0.003692762186115214
136,44,2010-05-01,2703,30,pons,2205530,-5.0,0.011098779134295227
133,45,2010-11-01,2698,31,pons,2205530,-5.0,0.011489992587101558
134,46,2010-09-01,2697,9,pons,2205530,-1.0,0.0033370411568409346
132,47,2011-01-01,2698,0,pons,2205530,1.0,0.0
129,48,2011-07-01,2724,18,pons,2205530,26.0,0.006607929515418502
131,49,2011-03-01,2707,19,pons,2205530,-17.0,0.007018840044329516
130,50,2011-05-01,2722,30,pons,2205530,15.0,0.011021307861866276
127,51,2011-11-01,2705,14,pons,2205530,-17.0,0.005175600739371534
128,52,2011-09-01,2716,9,pons,2205530,11.0,0.0033136966126656848
122,53,2012-08-01,2697,0,pons,2205530,-19.0,0.0
118,54,2012-12-01,2694,0,pons,2205530,-3.0,0.0
126,55,2012-01-01,2705,15,pons,2205530,11.0,0.005545286506469501
123,56,2012-07-01,2697,0,pons,2205530,-8.0,0.0
125,57,2012-03-01,2693,16,pons,2205530,-4.0,0.005941329372447085
124,58,2012-05-01,2697,20,pons,2205530,4.0,0.007415647015202077
119,59,2012-11-01,2694,10,pons,2205530,-3.0,0.003711952487008166
120,60,2012-10-01,2700,11,pons,2205530,6.0,0.004074074074074074
121,61,2012-09-01,2697,14,pons,2205530,-3.0,0.005190952910641453
114,62,2013-04-01,2694,0,pons,2205530,-3.0,0.0
110,63,2013-08-01,2706,0,pons,2205530,12.0,0.0
106,64,2013-12-01,2705,10,pons,2205530,-1.0,0.0036968576709796672
116,65,2013-02-01,2694,0,pons,2205530,-11.0,0.0
117,66,2013-01-01,2694,0,pons,2205530,0.0,0.0
111,67,2013-07-01,2706,0,pons,2205530,12.0,0.0
112,68,2013-06-01,2706,11,pons,2205530,0.0,0.0040650406504065045
115,69,2013-03-01,2694,0,pons,2205530,-12.0,0.0
113,70,2013-05-01,2695,13,pons,2205530,1.0,0.004823747680890538
107,71,2013-11-01,2705,0,pons,2205530,10.0,0.0
108,72,2013-10-01,2705,11,pons,2205530,0.0,0.004066543438077634
109,73,2013-09-01,2706,0,pons,2205530,1.0,0.0
102,74,2014-04-01,2693,2,pons,2205530,-13.0,0.0007426661715558856
98,75,2014-08-01,2698,0,pons,2205530,5.0,0.0
94,76,2014-12-01,2705,3,pons,2205530,7.0,0.0011090573012939
104,77,2014-02-01,2707,0,pons,2205530,2.0,0.0
105,78,2014-01-01,2707,2,pons,2205530,0.0,0.0007388252678241596
99,79,2014-07-01,2698,0,pons,2205530,-9.0,0.0
100,80,2014-06-01,2698,10,pons,2205530,0.0,0.0037064492216456633
103,81,2014-03-01,2697,11,pons,2205530,-1.0,0.004078605858361142
101,82,2014-05-01,2700,9,pons,2205530,3.0,0.0033333333333333335
95,83,2014-11-01,2711,6,pons,2205530,11.0,0.0022132054592401327
96,84,2014-10-01,2716,9,pons,2205530,5.0,0.0033136966126656848
97,85,2014-09-01,2712,11,pons,2205530,-4.0,0.004056047197640118
90,86,2015-04-01,2696,11,pons,2205530,-16.0,0.004080118694362018
86,87,2015-08-01,2686,0,pons,2205530,-10.0,0.0
82,88,2015-12-01,2676,18,pons,2205530,-10.0,0.006726457399103139
92,89,2015-02-01,2706,0,pons,2205530,30.0,0.0
93,90,2015-01-01,2706,2,pons,2205530,0.0,0.0007390983000739098
87,91,2015-07-01,2686,0,pons,2205530,-20.0,0.0
88,92,2015-06-01,2686,0,pons,2205530,0.0,0.0
91,93,2015-03-01,2708,11,pons,2205530,22.0,0.004062038404726735
89,94,2015-05-01,2686,18,pons,2205530,-22.0,0.006701414743112435
83,95,2015-11-01,2684,0,pons,2205530,-2.0,0.0
84,96,2015-10-01,2684,12,pons,2205530,0.0,0.004470938897168405
85,97,2015-09-01,2689,7,pons,2205530,5.0,0.0026031982149497955
78,98,2016-04-01,2691,23,pons,2205530,2.0,0.008547008547008548
74,99,2016-08-01,2713,0,pons,2205530,22.0,0.0
70,100,2016-12-01,2711,6,pons,2205530,-2.0,0.0022132054592401327
80,101,2016-02-01,2675,0,pons,2205530,-36.0,0.0
81,102,2016-01-01,2675,2,pons,2205530,0.0,0.0007476635514018691
75,103,2016-07-01,2713,2,pons,2205530,38.0,0.0007371913011426465
76,104,2016-06-01,2711,11,pons,2205530,-2.0,0.004057543341940244
79,105,2016-03-01,2677,2,pons,2205530,-34.0,0.0007471049682480389
77,106,2016-05-01,2700,11,pons,2205530,23.0,0.004074074074074074
71,107,2016-11-01,2716,7,pons,2205530,16.0,0.002577319587628866
72,108,2016-10-01,2711,11,pons,2205530,-5.0,0.004057543341940244
73,109,2016-09-01,2716,9,pons,2205530,5.0,0.0033136966126656848
66,110,2017-04-01,2710,0,pons,2205530,-6.0,0.0
62,111,2017-08-01,2717,0,pons,2205530,7.0,0.0
58,112,2017-12-01,2707,11,pons,2205530,-10.0,0.004063538973032878
68,113,2017-02-01,2709,0,pons,2205530,2.0,0.0
69,114,2017-01-01,2709,2,pons,2205530,0.0,0.0007382798080472499
63,115,2017-07-01,2717,0,pons,2205530,8.0,0.0
64,116,2017-06-01,2717,15,pons,2205530,0.0,0.005520794994479205
67,117,2017-03-01,2710,9,pons,2205530,-7.0,0.0033210332103321034
65,118,2017-05-01,2710,5,pons,2205530,0.0,0.0018450184501845018
59,119,2017-11-01,2705,9,pons,2205530,-5.0,0.0033271719038817007
60,120,2017-10-01,2714,6,pons,2205530,9.0,0.002210759027266028
61,121,2017-09-01,2716,7,pons,2205530,2.0,0.002577319587628866
54,122,2018-04-01,2705,5,pons,2205530,-11.0,0.0018484288354898336
50,123,2018-08-01,2707,0,pons,2205530,2.0,0.0
46,124,2018-12-01,2695,2,pons,2205530,-12.0,0.0007421150278293135
56,125,2018-02-01,2718,0,pons,2205530,23.0,0.0
