id;member_id;loan_amnt;funded_amnt;funded_amnt_inv;term;int_rate;installment;grade;sub_grade;annual_inc;verification_status;issue_d;loan_status;pymnt_plan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32318884;34932098;4350;4350;4350;36 months;14.99;150.78;C;C5;33000;Not Verified;nov/14;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13115811;15138013;7700;7700;7700;36 months;12.49;257.56;B;B4;42000;Source Verified;mar/14;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48484348;51733064;6000;6000;6000;36 months;13.33;203.12;C;C3;42000;Source Verified;May-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65975356;70670101;4000;4000;3975;36 months;12.59;133.99;C;C2;20000;Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56129109;59790870;15000;15000;15000;60 months;13.99;348.95;C;C4;82000;Source Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3378980;4231764;8000;8000;8000;36 months;15.31;278.54;C;C2;41454;Verified;Feb-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31026386;33589571;6000;6000;6000;36 months;13.35;203.18;C;C2;33000;Source Verified;Oct-2014;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55231010;58811797;5000;5000;5000;36 months;12.29;166.77;C;C1;52000;Source Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41113253;43989168;30000;30000;30000;36 months;6.92;925.22;A;A4;160000;Source Verified;mar/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1480114;1738637;6000;6000;6000;36 months;12.12;199.63;B;B3;74000;Not Verified;Aug-2012;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51406116;54825829;24500;24500;24500;36 months;9.17;781.04;B;B2;49000;Source Verified;jun/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2445051;2927253;9000;9000;9000;36 months;16.29;317.71;C;C4;91000;Not Verified;mar/13;Late (31-120 days);n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8627441;10399391;23000;23000;23000;60 months;17.1;572.85;C;C5;95000;Verified;nov/13;Late (16-30 days);n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60942818;64984633;15000;15000;15000;60 months;13.33;343.84;C;C3;105000;Not Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55453270;59055043;2500;2500;2500;36 months;9.17;79.7;B;B2;52000;Not Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58573102;62413851;1000;1000;1000;36 months;12.29;33.36;C;C1;55000;Not Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25767158;28220149;7000;7000;7000;36 months;7.69;218.36;A;A4;110000;Not Verified;Sep-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9655554;11507645;15000;15000;15000;60 months;18.25;382.95;D;D3;63000;Source Verified;Dec-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49783137;53111850;16000;16000;16000;60 months;14.65;377.71;C;C5;92000;Not Verified;May-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42273770;45240514;22950;22950;22950;36 months;15.61;802.45;D;D1;50000;Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32038806;34652032;23000;23000;23000;36 months;9.17;733.22;B;B1;95000;Source Verified;Oct-2014;Late (31-120 days);n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
681948;871051;13600;13600;13021.703;36 months;7.66;424.05;A;A5;83600;Source Verified;Feb-2011;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65059359;69596129;21000;21000;21000;60 months;8.18;427.62;B;B1;82000;Not Verified;nov/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48546050;51794826;35000;35000;35000;60 months;17.57;880.61;D;D4;101000;Verified;May-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20169281;22431892;5000;5000;5000;36 months;14.99;173.31;C;C5;36400;Verified;jul/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68546780;73436610;8300;8300;8300;36 months;7.91;259.75;A;A5;52000;Not Verified;Dec-2015;Issued;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7065575;8727689;12000;12000;12000;60 months;24.89;351.45;F;F4;77000;Verified;Sep-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46387142;49524890;28000;28000;28000;60 months;9.99;594.78;B;B3;90000;Source Verified;May-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66180493;70905215;22000;22000;22000;60 months;11.99;489.27;C;C1;50000;Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58430918;62249653;10000;10000;10000;36 months;9.17;318.79;B;B2;54000;Not Verified;Sep-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1390497;1637290;14100;14100;14100;36 months;12.12;469.14;B;B3;36000;Not Verified;jul/12;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41950574;44897307;5550;5550;5550;36 months;16.99;197.85;D;D3;40400;Not Verified;mar/15;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39888056;42732814;24825;24825;24825;36 months;12.99;836.34;C;C2;87000;Verified;jan/15;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11774847;13766999;8500;8500;8500;36 months;7.62;264.88;A;A3;95000;Source Verified;Feb-2014;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55308824;58879551;14000;14000;14000;60 months;14.65;330.5;C;C5;40000;Not Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51969105;55398909;10800;10800;10800;60 months;20.99;292.12;E;E5;50000;Verified;jun/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7936525;9658569;14100;14100;14100;36 months;12.99;475.02;B;B4;40000;Source Verified;Oct-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5960208;7432640;12000;12000;11950;60 months;12.35;269.07;B;B4;42000;Verified;jul/13;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7700566;8758567;14000;14000;14000;36 months;7.62;436.26;A;A3;50000;Verified;Oct-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14529825;16592132;22500;22500;22500;60 months;12.99;511.83;B;B5;77028;Source Verified;Apr-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14688918;16751246;6500;6500;6500;36 months;10.99;212.78;B;B2;72000;Source Verified;Apr-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43024566;46021306;12000;12000;12000;36 months;6.39;367.19;A;A2;82000;Not Verified;mar/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21110140;23392912;21600;21600;21600;60 months;14.49;508.1;C;C4;97200;Source Verified;jul/14;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55797803;59439530;30000;30000;30000;60 months;16.99;745.42;D;D3;60000;Source Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31236439;33809622;15000;15000;15000;60 months;11.67;331.18;B;B4;65000;Not Verified;Oct-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6817136;8439180;10000;10000;10000;36 months;18.55;364.29;D;D2;35000;Not Verified;nov/13;Late (31-120 days);n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1467168;1722880;15500;15500;15500;36 months;15.31;539.67;C;C2;45000;Not Verified;Aug-2012;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36028128;38739642;2700;2700;2700;36 months;6.49;82.75;A;A2;70000;Not Verified;nov/14;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60781310;64823056;10000;10000;10000;60 months;12.29;223.92;C;C1;33000;Not Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66595886;71321744;5000;5000;5000;36 months;5.32;150.58;A;A1;48000;Source Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57548184;61300896;21000;21000;20925;36 months;8.18;659.81;B;B1;60902;Source Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3194733;3927453;13200;13200;13200;36 months;15.31;459.59;C;C2;50000;Verified;jan/13;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8589175;10330821;6000;6000;6000;36 months;14.3;205.95;C;C1;33624;Source Verified;nov/13;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1546517;1812299;35000;35000;34925;60 months;23.63;999.38;F;F3;130000;Verified;Oct-2012;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17654773;19787249;10000;10000;10000;36 months;6.49;306.45;A;A2;55000;Not Verified;jun/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40572454;43437237;12000;12000;12000;36 months;12.99;404.27;C;C2;40000;Not Verified;Feb-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63284984;67526720;30000;30000;30000;60 months;14.65;708.2;C;C5;130000;Source Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5780985;7212933;26500;26500;26475;60 months;24.7;773.16;G;G1;60000;Verified;jun/13;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39660177;42483917;2500;2500;2500;36 months;13.66;85.04;C;C3;30000;Not Verified;jan/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64050493;68481274;10000;10000;10000;36 months;14.33;343.39;C;C5;75000;Source Verified;nov/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55081623;58652451;21125;21125;21125;60 months;17.57;531.51;D;D4;60000;Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51346675;54756405;15000;15000;15000;36 months;5.32;451.73;A;A1;85000;Not Verified;jun/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1235123;1475517;35000;35000;34975;60 months;20.99;946.68;E;E3;72000;Verified;Apr-2012;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65633931;70266703;28000;28000;28000;60 months;14.33;656.32;C;C5;78000;Verified;nov/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66390924;71115653;18000;18000;18000;60 months;13.18;411.22;C;C3;56000;Not Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17413278;19535815;18000;18000;18000;60 months;12.49;404.88;B;B5;85000;Not Verified;May-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57950994;61754721;13000;13000;13000;36 months;7.26;402.95;A;A4;70000;Source Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55911330;59573148;16000;16000;16000;36 months;10.99;523.75;B;B4;42000;Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11814853;13807004;3500;3500;3500;36 months;17.57;125.78;D;D2;40000;Verified;Apr-2014;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31357211;33930434;18000;18000;18000;36 months;15.61;629.37;D;D1;95000;Source Verified;Oct-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56038385;59700124;9600;9600;9600;36 months;9.99;309.72;B;B3;45000;Source Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40038565;42883296;30000;30000;30000;36 months;13.99;1025.19;C;C4;160000;Verified;Feb-2015;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64400706;68870418;10125;10125;10075;36 months;15.41;353.03;D;D1;55000;Source Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35034758;37718124;9850;9850;9850;36 months;12.99;331.84;C;C2;110000;Not Verified;nov/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60296238;64273004;6550;6550;6550;36 months;17.57;235.39;D;D4;87800;Verified;Sep-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6527713;8079761;12000;12000;12000;36 months;14.33;412.06;C;C2;55000;Not Verified;Aug-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5685238;7097402;22300;22300;22300;60 months;15.8;539.93;C;C3;59400;Verified;jun/13;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1062701;1294981;7000;7000;7000;36 months;11.71;231.54;B;B3;90000;Verified;Dec-2011;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63406447;67749199;16800;16800;16800;36 months;8.18;527.85;B;B1;140000;Not Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64008930;68439695;12000;12000;12000;36 months;14.33;412.06;C;C5;117148;Verified;nov/15;Late (31-120 days);n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63476297;67819052;6000;6000;6000;36 months;9.17;191.28;B;B2;60000;Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5114652;6436822;13250;13250;13250;60 months;17.77;334.81;D;D1;200000;Source Verified;May-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20060374;22322843;35000;35000;35000;36 months;11.67;1157;B;B4;160000;Verified;jul/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10085133;11937247;20000;20000;20000;60 months;23.7;571.89;F;F1;62000;Verified;jan/14;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61328568;65447291;8000;8000;8000;36 months;10.99;261.88;B;B4;95000;Source Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9435001;11267134;10000;10000;10000;36 months;8.9;317.54;A;A5;150000;Not Verified;Dec-2013;Late (31-120 days);n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56057656;59719380;20000;20000;20000;36 months;17.57;718.75;D;D4;50000;Not Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49934674;53303424;25000;25000;25000;36 months;7.89;782.15;A;A5;102000;Verified;May-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39661404;42485195;11000;11000;11000;36 months;11.99;365.31;B;B5;40000;Verified;jan/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19616499;21839250;18000;18000;18000;36 months;8.39;567.3;A;A5;100000;Not Verified;jun/14;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34342717;37006025;10000;10000;10000;36 months;12.99;336.9;C;C2;110000;Verified;nov/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46653815;49801649;20400;20400;20400;60 months;19.52;535.05;E;E3;110000;Source Verified;Apr-2015;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45614269;48721987;5500;5500;5500;36 months;6.92;169.63;A;A4;35000;Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59290211;63177973;3000;3000;3000;36 months;15.61;104.9;D;D1;75000;Verified;Sep-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31296803;33869996;6900;6900;6900;36 months;16.29;243.58;D;D2;32000;Verified;Oct-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50605437;53985154;18000;18000;18000;60 months;9.99;382.36;B;B3;84000;Not Verified;jun/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46928301;50137018;12500;12500;12500;60 months;19.52;327.85;E;E3;35000;Not Verified;May-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58562582;62403313;4300;4300;4300;36 months;18.55;156.65;E;E2;50000;Source Verified;Sep-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63879452;68310235;35000;35000;34925;60 months;18.2;892.59;E;E1;250000;Source Verified;nov/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65733359;70366114;10000;10000;10000;36 months;6.24;305.31;A;A2;45000;Not Verified;nov/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51086476;54486209;35000;35000;35000;36 months;7.89;1095;A;A5;110000;Verified;jun/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40601201;43465917;15650;15650;15650;36 months;12.69;524.98;C;C2;69654;Source Verified;Feb-2015;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9845217;11697289;12000;12000;12000;36 months;11.99;398.52;B;B3;56100;Not Verified;Dec-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29213549;31746712;5000;5000;5000;36 months;11.67;165.29;B;B4;65000;Not Verified;Oct-2014;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41227222;44133984;30000;30000;30000;60 months;14.65;708.2;C;C5;83000;Verified;mar/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7337659;8999702;20000;20000;19725;36 months;8.6;632.28;A;A4;60000;Verified;Sep-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46517072;49654828;29975;29975;29975;36 months;16.99;1068.55;D;D3;60000;Verified;May-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38610653;41394601;12000;12000;12000;60 months;8.67;247.19;B;B1;76000;Source Verified;jan/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9694813;11546940;24000;24000;24000;36 months;7.9;750.97;A;A4;95000;Verified;Dec-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21350102;23663019;12175;12175;12175;60 months;18.99;315.76;E;E1;29000;Not Verified;jul/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46716202;49864089;10000;10000;9900;36 months;9.17;318.79;B;B2;61800;Source Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50535150;53914865;8000;8000;8000;36 months;12.69;268.36;C;C2;37000;Verified;jun/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39729407;42553125;26100;26100;26100;60 months;7.49;522.87;A;A4;100000;Verified;jan/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22263578;24586261;24000;24000;24000;60 months;16.99;596.34;D;D3;65000;Source Verified;jul/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25987787;28440710;20000;20000;20000;60 months;24.08;576.29;F;F2;53000;Source Verified;Sep-2014;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64913590;69404319;17000;17000;17000;60 months;16.99;422.41;D;D3;62000;Source Verified;nov/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19636684;21859431;7775;7775;7775;36 months;16.29;274.47;D;D2;36000;Source Verified;jul/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59311687;63199476;26400;26400;26275;36 months;18.25;957.74;E;E1;60000;Source Verified;Sep-2015;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4295372;5467599;2000;2000;2000;36 months;13.11;67.5;B;B4;40000;Not Verified;Apr-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
571012;734529;7800;7800;7400;36 months;7.51;242.67;A;A4;45000;Not Verified;Aug-2010;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20588847;22861619;22500;22500;22500;36 months;11.67;743.79;B;B4;85000;Source Verified;jul/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63424767;67767495;32000;32000;31925;60 months;12.69;723.04;C;C2;97000;Source Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1099384;1232618;4000;4000;4000;36 months;6.03;121.75;A;A1;31000;Not Verified;jan/12;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3810242;4854189;5950;5950;5950;36 months;11.14;195.2;B;B2;75000;Verified;Apr-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5604591;6986745;9600;9600;9600;36 months;17.27;343.56;C;C5;35000;Source Verified;jun/13;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39760687;42584456;27650;27650;27650;36 months;8.19;868.88;A;A5;95000;Verified;jan/15;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43739869;46756606;10500;10500;10500;60 months;13.99;244.27;C;C4;52000;Not Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56019939;59681724;10500;10500;10500;60 months;10.99;228.25;B;B4;21000;Not Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51526987;54916724;35000;35000;35000;60 months;13.99;814.21;C;C4;117104;Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45494853;48412599;5000;5000;5000;36 months;9.17;159.4;B;B2;50000;Verified;Apr-2015;Late (31-120 days);n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4302122;5474850;15000;15000;15000;36 months;8.9;476.3;A;A5;85000;Not Verified;Apr-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21009984;23292767;12000;12000;12000;36 months;14.49;413;C;C4;70000;Not Verified;jul/14;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66210827;70935562;3500;3500;3500;36 months;10.64;113.99;B;B4;65089;Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67255219;72056934;6000;6000;6000;36 months;9.8;193.05;B;B3;54200;Not Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46613149;49760956;25000;25000;25000;60 months;7.89;505.6;A;A5;78000;Source Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63345017;67686755;7600;7600;7600;36 months;13.99;259.72;C;C4;20000;Source Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43570211;46596969;25000;25000;25000;60 months;12.69;564.87;C;C2;175000;Source Verified;mar/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62002161;66194873;15100;15100;15075;60 months;26.77;459.01;G;G1;73000;Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2214708;2626860;15000;15000;15000;36 months;11.14;492.08;B;B2;50000;Source Verified;nov/12;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4234697;5406865;6000;6000;6000;36 months;16.29;211.81;C;C4;77265.97;Source Verified;Apr-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51055338;54455062;10000;10000;10000;60 months;13.99;232.64;C;C4;143000;Not Verified;jun/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19647002;21869732;35000;35000;35000;36 months;17.57;1257.8;D;D4;220000;Verified;jun/14;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28593783;31116969;14400;14400;14400;36 months;7.12;445.43;A;A3;120000;Source Verified;Oct-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6804647;8426798;16000;16000;16000;36 months;7.62;498.59;A;A3;75000;Verified;Sep-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40542044;43406845;3200;3200;3200;36 months;11.44;105.44;B;B4;66000;Not Verified;Feb-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42263319;45230036;15000;15000;15000;60 months;9.17;312.62;B;B2;60000;Not Verified;mar/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4784593;6056748;10000;10000;10000;36 months;21.98;381.81;E;E4;50000;Not Verified;May-2013;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19636686;21859433;11550;11550;11550;36 months;10.15;373.5;B;B2;59800;Not Verified;jun/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44015285;47032003;18000;18000;18000;36 months;10.99;589.22;B;B4;105000;Source Verified;mar/15;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55697847;59339573;16000;16000;15875;36 months;11.53;527.85;B;B5;45000;Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5814660;7216410;5500;5500;5500;36 months;8.9;174.65;A;A5;125000;Source Verified;jul/13;Late (16-30 days);n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15409525;17481976;5000;5000;4950;36 months;12.49;167.25;B;B5;50000;Source Verified;May-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2307393;2739744;12000;12000;12000;36 months;14.33;412.06;C;C1;56500;Source Verified;Dec-2012;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54404433;57985193;16000;16000;16000;36 months;6.89;493.23;A;A3;94000;Not Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15490230;17562674;24650;24650;24650;60 months;21.18;669.37;E;E3;65000;Verified;Apr-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62245810;66442541;20000;20000;20000;36 months;6.24;610.62;A;A2;72800;Source Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64969544;69496309;6000;6000;6000;36 months;9.99;193.58;B;B3;40000;Verified;nov/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48120716;51360450;26075;26075;26075;36 months;9.17;831.25;B;B2;87402;Verified;May-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41040511;43916296;2500;2500;2500;36 months;13.99;85.44;C;C4;40000;Source Verified;Feb-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51176224;54585967;5000;5000;5000;36 months;14.65;172.48;C;C5;38000;Source Verified;jun/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6376426;7908527;20625;20625;20625;60 months;14.33;483.45;C;C2;48000;Verified;Aug-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60386775;64373531;27000;27000;27000;36 months;7.26;836.9;A;A4;120000;Not Verified;Sep-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
