X.1;X;InvoiceNo;StockCode;Description;Quantity;InvoiceDate;UnitPrice;CustomerID;Country
93316;97548;544644;84978;HANGING HEART JAR T-LIGHT HOLDER;36;2/22/11 11:46;1.06;17002;United Kingdom
67483;70215;541999;21564;PINK  HEART SHAPE LOVE BUCKET;2;1/25/11 10:45;5.79;NA;United Kingdom
82800;86331;543546;11001;ASSTD DESIGN RACING CAR PEN;10;02/09/2011 16:52;3.29;NA;United Kingdom
54946;57182;541133;DOT;DOTCOM POSTAGE;1;1/14/11 10:17;120.88;NA;United Kingdom
24096;24968;538351;21242;RED RETROSPOT PLATE;1;12/10/2010 15:17;4.21;NA;United Kingdom
42409;44101;540154;20652;BLUE POLKADOT LUGGAGE TAG;4;01/05/2011 11:30;0.85;NA;United Kingdom
49543;51600;540647;18098C;PORCELAIN BUTTERFLY OIL BURNER;2;01/10/2011 14:57;2.95;17406;United Kingdom
62426;64940;541683;84375;SET OF 20 KIDS COOKIE CUTTERS;7;1/20/11 15:01;2.10;14085;United Kingdom
56335;58704;541260;22822;CREAM WALL PLANTER HEART SHAPED;1;1/16/11 15:44;5.95;16059;United Kingdom
23915;24758;538349;35653;VINTAGE BEAD NOTEBOOK;1;12/10/2010 14:59;5.91;NA;United Kingdom
9117;9448;537202;22130;PARTY CONE CHRISTMAS DECORATION;6;12/05/2010 14:25;0.85;14506;United Kingdom
23384;24227;538346;21171;BATHROOM METAL SIGN;12;12/10/2010 14:53;1.45;17865;United Kingdom
62564;65087;541692;22439;6 ROCKET BALLOONS;1;1/20/11 16:59;0.65;NA;United Kingdom
43208;44999;540247;21413;PERIWINKLE T-LIGHT HOLDER;3;01/05/2011 15:56;1.25;15464;United Kingdom
72581;75674;542607;22936;BAKING MOULD ROSE WHITE CHOCOLATE;1;1/30/11 13:48;3.25;13148;United Kingdom
15930;16455;537666;22282;12 EGG HOUSE PAINTED WOOD;1;12/07/2010 18:36;25.49;NA;United Kingdom
5164;5403;536862;22173;METAL 4 HOOK HANGER FRENCH CHATEAU;1;12/03/2010 11:13;5.91;NA;United Kingdom
24490;25394;538368;84754;S/15 SILVER GLASS BAUBLES IN BAG;1;12/12/2010 10:57;1.25;15503;United Kingdom
57077;59460;541289;15056BL;EDWARDIAN PARASOL BLACK;3;1/17/11 13:23;5.95;14606;United Kingdom
57005;59382;541285;21754;HOME BUILDING BLOCK WORD;6;1/17/11 12:45;5.95;13001;United Kingdom
16827;17364;537754;22115;METAL SIGN EMPIRE TEA;1;12/08/2010 11:16;2.95;16081;United Kingdom
93584;97846;544658;22457;NATURAL SLATE HEART CHALKBOARD;6;2/22/11 13:18;2.95;13113;United Kingdom
26385;27333;538532;22423;REGENCY CAKESTAND 3 TIER;3;12/13/10 10:31;12.75;13209;United Kingdom
89304;93278;544286;84792;ENCHANTED BIRD COATHANGER 5 HOOK;1;2/17/11 12:29;4.65;13151;United Kingdom
22035;22810;538177;22285;DECORATION HEN ON NEST, HANGING;1;12/10/2010 09:51;3.36;NA;United Kingdom
95311;99643;544776;20724;RED RETROSPOT CHARLOTTE BAG;29;2/23/11 11:39;2.46;NA;United Kingdom
41190;42828;540023;84997D;PINK 3 PIECE POLKADOT CUTLERY SET;2;01/04/2011 12:58;3.75;15039;United Kingdom
77351;80643;543046;82494L;WOODEN FRAME ANTIQUE WHITE;6;02/03/2011 09:37;2.95;13873;United Kingdom
59945;62371;541497;22131;FOOD CONTAINER SET 3 LOVE HEART;1;1/18/11 15:19;4.13;NA;United Kingdom
80212;83622;543345;21801;CHRISTMAS TREE DECORATION WITH BELL;1;02/07/2011 12:29;0.42;NA;United Kingdom
86816;90714;544064;21363;HOME SMALL WOOD LETTERS;1;2/15/11 13:50;4.95;17114;United Kingdom
77037;80326;543037;79066K;RETRO MOD TRAY;10;02/02/2011 16:01;0.85;12350;Norway
72160;75205;542543;22193;RED DINER WALL CLOCK;2;1/28/11 14:42;8.50;13141;United Kingdom
49745;51819;540681;22557;PLASTERS IN TIN VINTAGE PAISLEY;1;01/10/2011 16:25;3.36;NA;United Kingdom
16879;17420;537759;37495;FAIRY CAKE BIRTHDAY CANDLE SET;4;12/08/2010 11:42;3.75;13126;United Kingdom
56935;59312;541281;21382;SET/4 SPRING FLOWER DECORATION;1;1/17/11 11:59;2.95;17988;United Kingdom
1416;1474;536544;21915;RED  HARMONICA IN BOX;2;12/01/2010 14:32;2.51;NA;United Kingdom
23012;23806;538250;22474;SPACEBOY TV DINNER TRAY;1;12/10/2010 12:20;4.95;18118;United Kingdom
45128;47040;540372;84821;DANISH ROSE DELUXE COASTER;24;01/06/2011 16:41;0.21;13081;United Kingdom
18095;18684;537823;21810;CHRISTMAS HANGING STAR WITH BELL;1;12/08/2010 14:25;2.51;NA;United Kingdom
69569;72410;542243;72351A;SET/6 TURQUOISE BUTTERFLY T-LIGHTS;2;1/26/11 15:00;2.10;17841;United Kingdom
66531;69243;541969;22983;CARD BILLBOARD FONT;1;1/24/11 13:46;0.83;NA;United Kingdom
59212;61610;541430;84987;SET OF 36 TEATIME PAPER DOILIES;24;1/18/11 9:50;1.45;12356;Portugal
81302;84775;543448;20675;BLUE POLKADOT BOWL;1;02/08/2011 12:12;2.46;NA;United Kingdom
91023;95081;544444;21452;TOADSTOOL MONEY BOX;1;2/20/11 10:51;2.95;13246;United Kingdom
52855;55052;540977;85180B;PINK HEARTS LIGHT CHAIN;1;01/12/2011 15:01;2.51;NA;United Kingdom
24064;24907;538349;DCGS0003;BOXED GLASS ASHTRAY;1;12/10/2010 14:59;2.51;NA;United Kingdom
14693;15190;537638;21811;CHRISTMAS HANGING HEART WITH BELL;3;12/07/2010 15:28;2.51;NA;United Kingdom
57393;59777;541408;21210;SET OF 72 RETROSPOT PAPER  DOILIES;12;1/17/11 15:42;1.45;15738;United Kingdom
33811;35178;539434;72807C;SET/3 VANILLA SCENTED CANDLE IN BOX;1;12/17/10 14:41;8.47;NA;United Kingdom
17059;17606;537770;21912;VINTAGE SNAKES & LADDERS;8;12/08/2010 12:24;3.75;15529;United Kingdom
3387;3503;536634;20676;RED RETROSPOT BOWL;12;12/02/2010 11:21;1.25;18041;United Kingdom
1378;1434;536542;85099C;JUMBO  BAG BAROQUE BLACK WHITE;20;12/01/2010 14:11;1.95;16456;United Kingdom
51739;53901;540848;21518;BANK ACCOUNT  GREETING  CARD;1;01/12/2011 09:26;0.43;NA;United Kingdom
10873;11227;537240;22274;FELTCRAFT DOLL EMILY;1;12/06/2010 10:08;5.91;NA;United Kingdom
67571;70308;542002;21931;JUMBO STORAGE BAG SUKI;40;1/25/11 10:57;1.65;14298;United Kingdom
23660;24503;538349;22109;FULL ENGLISH BREAKFAST PLATE;7;12/10/2010 14:59;7.62;NA;United Kingdom
10976;11331;537240;84970S;HANGING HEART ZINC T-LIGHT HOLDER;3;12/06/2010 10:08;2.13;NA;United Kingdom
87440;91363;544095;22960;JAM MAKING SET WITH JARS;6;2/16/11 9:25;4.25;16509;United Kingdom
68572;71365;542121;22674;FRENCH TOILET SIGN BLUE METAL;2;1/25/11 14:33;1.25;17515;United Kingdom
80515;83946;543358;22435;SET OF 9 HEART SHAPED BALLOONS;1;02/07/2011 14:04;2.46;NA;United Kingdom
51839;54001;540848;85169A;IVORY LOVE BIRD CANDLE;27;01/12/2011 09:26;0.85;NA;United Kingdom
81316;84789;543448;21155;RED RETROSPOT PEG BAG;2;02/08/2011 12:12;4.96;NA;United Kingdom
32755;34081;539317;22109;FULL ENGLISH BREAKFAST PLATE;1;12/16/10 19:04;3.75;17392;United Kingdom
10386;10740;537237;84813;SET OF 4 DIAMOND NAPKIN RINGS;1;12/06/2010 09:58;25.49;NA;United Kingdom
7689;8005;537081;22568;FELTCRAFT CUSHION OWL;24;12/05/2010 12:00;3.39;15332;Lithuania
63694;66307;541789;22728;ALARM CLOCK BAKELIKE PINK;28;1/21/11 13:07;3.39;14088;United Kingdom
80867;84302;543376;22325;MOBILE VINTAGE HEARTS;3;02/07/2011 15:10;4.95;16321;Australia
24399;25302;538366;22169;FAMILY ALBUM WHITE PICTURE FRAME;15;12/12/2010 10:47;7.65;18109;United Kingdom
84826;88555;543806;17021;NAMASTE SWAGAT INCENSE;42;2/13/11 12:48;0.30;17085;United Kingdom
74349;77498;542733;22089;PAPER BUNTING VINTAGE PAISLEY;1;1/31/11 15:35;2.95;15058;United Kingdom
77764;81100;543111;22456;NATURAL SLATE CHALKBOARD LARGE;3;02/03/2011 12:44;4.95;15719;United Kingdom
84828;88557;543807;20971;PINK BLUE FELT CRAFT TRINKET BOX;3;2/13/11 13:15;1.25;14692;United Kingdom
46762;48763;540473;21980;PACK OF 12 RED RETROSPOT TISSUES;12;01/07/2011 14:31;0.29;17284;United Kingdom
84072;87711;543713;20724;RED RETROSPOT CHARLOTTE BAG;18;02/11/2011 11:46;2.46;NA;United Kingdom
44513;46410;540352;21067;VINTAGE RED TEATIME MUG;1;01/06/2011 14:27;2.51;NA;United Kingdom
30587;31754;539010;22804;CANDLEHOLDER PINK HANGING HEART;2;12/15/10 13:24;2.95;15005;United Kingdom
22437;23212;538184;22561;WOODEN SCHOOL COLOURING SET;12;12/10/2010 10:21;1.65;17880;United Kingdom
34638;36005;539437;22920;HERB MARKER BASIL;1;12/17/10 14:54;1.66;NA;United Kingdom
41516;43157;540026;21802;CHRISTMAS TREE HEART DECORATION;20;01/04/2011 13:25;0.43;NA;United Kingdom
94372;98694;544684;23004;TRAVEL CARD WALLET PANTRY;2;2/22/11 16:32;0.83;NA;United Kingdom
87767;91698;544115;20975;12 PENCILS SMALL TUBE RED RETROSPOT;24;2/16/11 11:45;0.65;12727;France
53964;56186;541088;22649;STRAWBERRY FAIRY CAKE TEAPOT;8;1/13/11 12:41;4.95;15513;United Kingdom
35491;36864;539453;22595;CHRISTMAS GINGHAM HEART;6;12/17/10 17:08;1.66;NA;United Kingdom
30769;31952;539034;22968;ROSE COTTAGE KEEPSAKE BOX;1;12/15/10 14:29;9.95;16161;United Kingdom
6090;6329;536876;21928;JUMBO BAG SCANDINAVIAN PAISLEY;2;12/03/2010 11:36;4.21;NA;United Kingdom
75897;79139;542908;22457;NATURAL SLATE HEART CHALKBOARD;6;02/01/2011 15:24;2.95;13110;United Kingdom
44565;46462;540353;21248;DOOR HANGER  MUM + DADS ROOM;2;01/06/2011 14:53;1.45;13764;United Kingdom
49948;52022;540681;84356;POMPOM CURTAIN;1;01/10/2011 16:25;5.91;NA;United Kingdom
71733;74756;542526;22796;PHOTO FRAME 3 CLASSIC HANGING;2;1/28/11 12:43;9.95;14659;United Kingdom
48587;50623;540551;84596G;SMALL CHOCOLATES PINK BOWL;11;01/10/2011 09:43;0.85;NA;United Kingdom
15456;15964;537642;72349b;SET/6 PURPLE BUTTERFLY T-LIGHTS;1;12/07/2010 15:33;4.21;NA;United Kingdom
5451;5690;536874;22153;ANGEL DECORATION STARS ON DRESS;1;12/03/2010 11:35;0.42;16891;United Kingdom
94500;98822;544684;22183;CAKE STAND VICTORIAN FILIGREE MED;1;2/22/11 16:32;5.79;NA;United Kingdom
301;336;536401;21464;DISCO BALL ROTATOR BATTERY OPERATED;1;12/01/2010 11:21;4.25;15862;United Kingdom
70931;73844;542390;21670;BLUE SPOT CERAMIC DRAWER KNOB;6;1/27/11 14:48;1.25;16814;United Kingdom
44537;46434;540352;22378;WALL TIDY RETROSPOT;7;01/06/2011 14:27;1.66;NA;United Kingdom
24484;25388;538368;21107;CREAM SLICE FLANNEL PINK SPOT;1;12/12/2010 10:57;2.95;15503;United Kingdom
86214;90024;543984;22969;HOMEMADE JAM SCENTED CANDLES;24;2/15/11 9:35;1.45;15601;United Kingdom
1218;1270;536532;21980;PACK OF 12 RED RETROSPOT TISSUES;48;12/01/2010 13:24;0.29;12433;Norway
47323;49341;540512;22469;HEART OF WICKER SMALL;1;01/09/2011 11:39;1.65;17114;United Kingdom
65542;68200;541855;22329;ROUND CONTAINER SET OF 5 RETROSPOT;1;1/23/11 14:59;1.65;13742;United Kingdom
16279;16804;537666;20777;CHRYSANTHEMUM NOTEBOOK;1;12/07/2010 18:36;3.36;NA;United Kingdom
51446;53608;540848;21949;SET OF 6 STRAWBERRY CHOPSTICKS;2;01/12/2011 09:26;1.28;NA;United Kingdom
43048;44808;540239;21791;VINTAGE HEADS AND TAILS CARD GAME;12;01/05/2011 14:48;1.25;12682;France
75484;78726;542895;21717;EASTER TIN BUCKET;2;02/01/2011 13:47;2.55;14549;United Kingdom
51706;53868;540848;21708;FOLDING UMBRELLA CREAM POLKADOT;1;01/12/2011 09:26;3.36;NA;United Kingdom
15950;16475;537666;22375;AIRLINE BAG VINTAGE JET SET BROWN;1;12/07/2010 18:36;8.47;NA;United Kingdom
88277;92231;544186;20751;FUNKY WASHING UP GLOVES ASSORTED;1;2/16/11 15:55;4.13;NA;United Kingdom
74127;77259;542717;85187;S/12 MINI RABBIT EASTER;1;1/31/11 14:07;1.65;17580;United Kingdom
4016;4148;536749;21415;CLAM SHELL SMALL;2;12/02/2010 13:49;2.10;17976;United Kingdom
73628;76746;542647;22859;EASTER TIN BUNNY BOUQUET;6;1/31/11 11:46;1.65;18245;United Kingdom
20399;21103;538071;22738;RIBBON REEL SNOWY VILLAGE;3;12/09/2010 14:09;3.36;NA;United Kingdom
65642;68301;541859;20996;JAZZ HEARTS ADDRESS BOOK;6;1/23/11 15:34;0.42;14606;United Kingdom
2655;2755;536592;22569;FELTCRAFT CUSHION BUTTERFLY;2;12/01/2010 17:06;7.62;NA;United Kingdom
31900;33174;539240;21879;HEARTS GIFT TAPE;12;12/16/10 13:15;0.65;15194;United Kingdom
61599;64079;541592;51014C;FEATHER PEN,COAL BLACK;2;1/19/11 15:08;1.63;NA;United Kingdom
17622;18189;537804;72709;IVORY SCULPTED RND CANDLE;9;12/08/2010 13:17;0.85;12748;United Kingdom
39806;41395;539837;21524;DOORMAT SPOTTY HOME SWEET HOME;2;12/22/10 13:48;7.95;14532;United Kingdom
65451;68109;541854;22756;LARGE YELLOW BABUSHKA NOTEBOOK;1;1/23/11 14:58;1.25;18283;United Kingdom
17453;18003;537792;22918;HERB MARKER PARSLEY;1;12/08/2010 12:56;0.65;16385;United Kingdom
28291;29318;538744;22537;MAGIC DRAWING SLATE DINOSAUR;1;12/14/10 11:26;0.42;15356;United Kingdom
19059;19715;537887;21481;FAWN BLUE HOT WATER BOTTLE;36;12/09/2010 10:00;2.55;18092;United Kingdom
90019;94008;544323;22472;TV DINNER TRAY DOLLY GIRL;1;2/17/11 15:51;10.79;NA;United Kingdom
25312;26249;538508;21889;WOODEN BOX OF DOMINOES;4;12/12/2010 13:32;1.25;15998;United Kingdom
12249;12649;537391;21559;STRAWBERRY LUNCH BOX WITH CUTLERY;6;12/06/2010 13:53;2.55;16550;United Kingdom
90168;94157;544335;22429;ENAMEL MEASURING JUG CREAM;1;2/17/11 19:21;4.25;14702;United Kingdom
1192;1244;536532;22553;PLASTERS IN TIN SKULLS;24;12/01/2010 13:24;1.65;12433;Norway
37198;38642;539593;22457;NATURAL SLATE HEART CHALKBOARD;12;12/20/10 13:31;2.95;13319;United Kingdom
9059;9390;537201;22837;HOT WATER BOTTLE BABUSHKA;4;12/05/2010 14:19;4.65;12472;Germany
25534;26471;538514;21675;BUTTERFLIES STICKERS;12;12/12/2010 14:27;0.85;15044;United Kingdom
13611;14044;537446;47574A;ENGLISH ROSE SCENTED HANGING FLOWER;3;12/07/2010 09:13;4.25;18055;United Kingdom
43796;45651;540275;20712;JUMBO BAG WOODLAND ANIMALS;30;01/06/2011 12:11;1.95;13680;United Kingdom
90539;94555;544393;22662;LUNCH BAG DOLLY GIRL DESIGN;2;2/18/11 11:56;1.65;16393;United Kingdom
74844;78049;542796;21985;PACK OF 12 HEARTS DESIGN TISSUES;12;02/01/2011 11:07;0.29;17356;United Kingdom
57362;59745;541406;22666;RECIPE BOX PANTRY YELLOW DESIGN;1;1/17/11 15:19;2.95;14657;United Kingdom
18645;19251;537850;21675;BUTTERFLIES STICKERS;12;12/08/2010 15:38;0.85;16722;United Kingdom
53157;55361;540992;22077;6 RIBBONS RUSTIC CHARM;4;01/12/2011 16:57;1.65;17364;United Kingdom
27572;28536;538641;21931;JUMBO STORAGE BAG SUKI;20;12/13/10 14:36;1.95;15640;United Kingdom
39208;40774;539742;21174;POTTERING IN THE SHED METAL SIGN;1;12/21/10 15:20;4.21;NA;United Kingdom
70302;73175;542303;22209;WOOD STAMP SET HAPPY BIRTHDAY;12;1/27/11 11:05;1.65;12539;Spain
49760;51834;540681;22910;PAPER CHAIN KIT VINTAGE CHRISTMAS;1;01/10/2011 16:25;5.91;NA;United Kingdom
67280;70008;541996;22791;T-LIGHT GLASS FLUTED ANTIQUE;12;1/25/11 10:20;1.25;18075;United Kingdom
35501;36874;539453;22630;DOLLY GIRL LUNCH BOX;4;12/17/10 17:08;4.21;NA;United Kingdom
65619;68278;541858;22033;BOTANICAL ROSE GREETING CARD;24;1/23/11 15:34;0.42;16983;United Kingdom
90857;94906;544434;22073;RED RETROSPOT STORAGE JAR;1;2/18/11 16:12;7.46;NA;United Kingdom
44170;46067;540350;82580;BATHROOM METAL SIGN;1;01/06/2011 14:14;0.55;18283;United Kingdom
52114;54290;540907;21900;KEY FOB , SHED;24;01/12/2011 11:52;0.65;13488;United Kingdom
28917;29995;538839;20780;BLACK EAR MUFF HEADPHONES;3;12/14/10 13:10;5.49;14606;United Kingdom
43138;44929;540247;22851;SET 20 NAPKINS FAIRY CAKES DESIGN;3;01/05/2011 15:56;0.85;15464;United Kingdom
25086;26019;538449;21730;GLASS STAR FROSTED T-LIGHT HOLDER;3;12/12/2010 12:24;4.95;17085;United Kingdom
46737;48738;540473;21314;SMALL GLASS HEART TRINKET POT;4;01/07/2011 14:31;2.10;17284;United Kingdom
61957;64449;541615;22820;GIFT BAG BIRTHDAY;12;1/20/11 10:43;0.65;16395;United Kingdom
47154;49168;540505;85034C;3 ROSE MORRIS BOXED CANDLES;12;01/09/2011 11:05;1.25;17095;United Kingdom
2551;2651;536592;22112;CHOCOLATE HOT WATER BOTTLE;3;12/01/2010 17:06;11.02;NA;United Kingdom
12097;12494;537382;84347;ROTATING SILVER ANGELS T-LIGHT HLDR;6;12/06/2010 13:13;2.55;16710;United Kingdom
67634;70379;542006;85099C;JUMBO  BAG BAROQUE BLACK WHITE;10;1/25/11 11:20;1.95;15218;United Kingdom
71219;74139;542401;22483;RED GINGHAM TEDDY BEAR;3;1/27/11 15:51;2.95;14541;United Kingdom
56717;59090;541269;22180;RETROSPOT LAMP;5;1/17/11 11:01;9.95;12626;Germany
71265;74195;542408;22519;CHILDS GARDEN BRUSH PINK;2;1/27/11 16:29;2.10;13280;United Kingdom
47667;49686;540526;22567;20 DOLLY PEGS RETROSPOT;3;01/09/2011 13:41;1.25;14606;United Kingdom
67385;70117;541999;22530;MAGIC DRAWING SLATE DOLLY GIRL;1;1/25/11 10:45;0.83;NA;United Kingdom
44913;46820;540364;22744;MAKE YOUR OWN MONSOON CARD KIT;1;01/06/2011 16:03;2.95;14505;United Kingdom
43888;45765;540278;22367;CHILDRENS APRON SPACEBOY DESIGN;1;01/06/2011 12:31;1.95;15719;United Kingdom
65604;68263;541856;22570;FELTCRAFT CUSHION RABBIT;3;1/23/11 15:16;3.75;17673;United Kingdom
59848;62274;541497;85034C;3 ROSE MORRIS BOXED CANDLES;5;1/18/11 15:19;3.29;NA;United Kingdom
23547;24390;538349;21356;TOAST ITS - FAIRY FLOWER;2;12/10/2010 14:59;2.51;NA;United Kingdom
22589;23376;538198;22077;6 RIBBONS RUSTIC CHARM;1;12/10/2010 11:01;1.65;17827;United Kingdom
2097;2171;536565;21369;MIRRORED WALL ART SPLODGES;1;12/01/2010 15:15;3.75;NA;United Kingdom
41483;43124;540026;21518;BANK ACCOUNT  GREETING  CARD;3;01/04/2011 13:25;0.43;NA;United Kingdom
52182;54365;540943;82484;WOOD BLACK BOARD ANT WHITE FINISH;1;01/12/2011 12:31;6.45;17841;United Kingdom
82459;85989;543532;22668;PINK BABY BUNTING;1;02/09/2011 12:59;5.79;NA;United Kingdom
68782;71601;542151;22722;SET OF 6 SPICE TINS PANTRY DESIGN;4;1/26/11 10:30;3.95;13491;United Kingdom
1122;1171;536528;22454;MEASURING TAPE BABUSHKA RED;2;12/01/2010 13:17;2.95;15525;United Kingdom
4029;4161;536749;22569;FELTCRAFT CUSHION BUTTERFLY;1;12/02/2010 13:49;3.75;17976;United Kingdom
25774;26713;538518;21730;GLASS STAR FROSTED T-LIGHT HOLDER;2;12/12/2010 16:14;4.95;14505;United Kingdom
44861;46764;540359;20974;12 PENCILS SMALL TUBE SKULL;48;01/06/2011 15:29;0.65;18041;United Kingdom
78920;82290;543197;22916;HERB MARKER THYME;12;02/04/2011 12:36;0.65;12842;United Kingdom
76766;80046;543013;20975;12 PENCILS SMALL TUBE RED RETROSPOT;8;02/02/2011 13:35;1.25;NA;United Kingdom
73900;77018;542673;20674;GREEN POLKADOT BOWL;4;1/31/11 12:18;1.25;14527;United Kingdom
72970;76063;542618;22667;RECIPE BOX RETROSPOT;1;1/30/11 15:52;2.95;14502;United Kingdom
88637;92595;544201;22411;JUMBO SHOPPER VINTAGE RED PAISLEY;1;2/17/11 10:11;4.13;NA;United Kingdom
78975;82345;543200;22379;RECYCLING BAG RETROSPOT;2;02/04/2011 13:03;4.96;NA;United Kingdom
50279;52369;540769;POST;POSTAGE;1;01/11/2011 10:38;18.00;12601;Germany
28201;29219;538714;85049D;BRIGHT BLUES RIBBONS;4;12/14/10 11:01;1.25;14524;United Kingdom
30972;32165;539044;22874;NUMBER TILE COTTAGE GARDEN 6;6;12/15/10 15:47;1.95;15727;United Kingdom
48968;51015;540604;21871;SAVE THE PLANET MUG;12;01/10/2011 11:38;1.25;15326;United Kingdom
67687;70434;542057;21034;REX CASH+CARRY JUMBO SHOPPER;2;1/25/11 11:57;0.95;15967;United Kingdom
61789;64270;541596;22558;CLOTHES PEGS RETROSPOT PACK 24;3;1/19/11 16:19;1.49;17602;United Kingdom
14143;14628;537606;22966;GINGERBREAD MAN COOKIE CUTTER;12;12/07/2010 13:16;1.25;15002;United Kingdom
52919;55116;540977;22299;PIG KEYRING WITH LIGHT & SOUND;1;01/12/2011 15:01;2.51;NA;United Kingdom
5510;5749;536874;20751;FUNKY WASHING UP GLOVES ASSORTED;1;12/03/2010 11:35;2.10;16891;United Kingdom
78560;81915;543182;22090;PAPER BUNTING RETROSPOT;1;02/04/2011 10:40;5.79;NA;United Kingdom
42358;44050;540154;85071A;BLUE CHARLIE+LOLA PERSONAL DOORSIGN;3;01/05/2011 11:30;0.85;NA;United Kingdom
93140;97362;544601;22442;GROW YOUR OWN FLOWERS SET OF 3;2;2/22/11 9:00;7.95;16638;United Kingdom
35022;36394;539451;84030E;ENGLISH ROSE HOT WATER BOTTLE;1;12/17/10 16:59;8.47;NA;United Kingdom
38519;40035;539718;84247G;DECOUPAGE,GREETING CARD,;2;12/21/10 13:06;0.85;NA;United Kingdom
11766;12160;537369;22940;FELTCRAFT CHRISTMAS FAIRY;1;12/06/2010 12:41;4.25;17860;United Kingdom
66431;69139;541962;21880;RED RETROSPOT TAPE;12;1/24/11 12:58;0.65;12693;Germany
9941;10295;537237;21219;SET/4 BADGES BALLOON GIRL;1;12/06/2010 09:58;2.51;NA;United Kingdom
24426;25330;538367;21914;BLUE HARMONICA IN BOX;24;12/12/2010 10:48;1.25;14800;United Kingdom
70273;73146;542303;22509;SEWING BOX RETROSPOT DESIGN;1;1/27/11 11:05;16.95;12539;Spain
86980;90884;544074;21457;2 PICTURE BOOK EGGS EASTER DUCKS;4;2/15/11 14:49;1.25;14156;EIRE
15359;15867;537641;47566;PARTY BUNTING;1;12/07/2010 15:32;9.32;NA;United Kingdom
7586;7902;537065;21774;DECORATIVE CATS BATHROOM BOTTLE;12;12/05/2010 11:57;1.25;12567;France
4206;4343;536763;22585;PACK OF 6 BIRDY GIFT TAGS;12;12/02/2010 14:42;1.25;17685;United Kingdom
57135;59518;541291;20772;GARDEN PATH JOURNAL;2;1/17/11 13:25;2.55;14667;United Kingdom
9241;9574;537208;21890;S/6 WOODEN SKITTLES IN COTTON BAG;1;12/05/2010 15:12;2.95;15889;United Kingdom
199;213;536390;22960;JAM MAKING SET WITH JARS;12;12/01/2010 10:19;3.75;17511;United Kingdom
59994;62420;541497;22178;VICTORIAN GLASS HANGING T-LIGHT;24;1/18/11 15:19;2.46;NA;United Kingdom
23529;24372;538349;21232;STRAWBERRY CERAMIC TRINKET BOX;7;12/10/2010 14:59;2.51;NA;United Kingdom
62282;64790;541671;22960;JAM MAKING SET WITH JARS;12;1/20/11 13:01;3.75;14735;United Kingdom
58175;60567;541422;22223;CAKE PLATE LOVEBIRD PINK;3;1/17/11 17:48;4.13;NA;United Kingdom
57618;60010;541421;21175;GIN + TONIC DIET METAL SIGN;1;1/17/11 17:44;4.13;NA;United Kingdom
36866;38257;539493;72802B;OCEAN SCENT CANDLE IN JEWELLED BOX;1;12/20/10 10:15;4.25;NA;United Kingdom
4450;4627;536796;21399;BLUE POLKADOT COFFEE MUG;2;12/02/2010 15:46;2.10;15574;United Kingdom
88917;92875;544207;21947;SET OF 6 HEART CHOPSTICKS;1;2/17/11 10:34;2.46;NA;United Kingdom
69614;72464;542252;22456;NATURAL SLATE CHALKBOARD LARGE;3;1/26/11 16:01;9.96;NA;United Kingdom
87305;91227;544089;22539;MINI JIGSAW DOLLY GIRL;1;2/15/11 17:51;0.83;NA;United Kingdom
90895;94944;544434;22569;FELTCRAFT CUSHION BUTTERFLY;1;2/18/11 16:12;7.46;NA;United Kingdom
14377;14871;537623;22732;3D VINTAGE CHRISTMAS STICKERS;5;12/07/2010 14:31;1.25;15858;United Kingdom
70828;73733;542374;21755;LOVE BUILDING BLOCK WORD;3;1/27/11 13:40;5.95;15696;United Kingdom
76181;79453;542936;21222;SET/4 BADGES BEETLES;2;02/02/2011 11:10;1.25;NA;United Kingdom
73960;77087;542708;22934;BAKING MOULD EASTER EGG WHITE CHOC;48;1/31/11 13:07;2.55;17621;United Kingdom
46225;48225;540468;84378;SET OF 3 HEART COOKIE CUTTERS;2;01/07/2011 13:55;2.51;NA;United Kingdom
91704;95775;544464;22436;12 COLOURED PARTY BALLOONS;10;2/20/11 14:38;0.65;17323;United Kingdom
30892;32084;539041;22437;SET OF 9 BLACK SKULL BALLOONS;10;12/15/10 15:34;0.85;15456;United Kingdom
63928;66550;541809;22077;6 RIBBONS RUSTIC CHARM;2;1/21/11 14:58;4.13;NA;United Kingdom
69208;72046;542227;21212;PACK OF 72 RETROSPOT CAKE CASES;24;1/26/11 13:33;0.55;14243;United Kingdom
7767;8083;537126;22332;SKULLS PARTY BAG + STICKER SET;2;12/05/2010 12:13;1.65;18118;United Kingdom
4787;5008;536836;21154;RED RETROSPOT OVEN GLOVE;1;12/02/2010 18:08;1.25;18168;United Kingdom
6765;7030;536987;48194;DOORMAT HEARTS;1;12/03/2010 14:54;7.95;17198;United Kingdom
80402;83831;543354;21459;YELLOW EASTER EGG HUNT START POST;6;02/07/2011 13:50;1.95;13458;United Kingdom
67995;70785;542102;48138;DOORMAT UNION FLAG;10;1/25/11 13:26;6.75;12744;Singapore
62179;64680;541659;22457;NATURAL SLATE HEART CHALKBOARD;6;1/20/11 12:16;2.95;15262;United Kingdom
41211;42850;540023;22435;SET OF 9 HEART SHAPED BALLOONS;10;01/04/2011 12:58;1.25;15039;United Kingdom
88981;92939;544208;22778;GLASS CLOCHE SMALL;2;2/17/11 10:34;8.29;NA;United Kingdom
56620;58993;541267;22624;IVORY KITCHEN SCALES;2;1/17/11 10:37;8.50;12779;Poland
